trackFolder,title,artist,folderIndex,trackKeyCount,IllustrationKey,IllustrationBundle,IllustrationAssetTypes,IllustrationSourceFile,IllustrationObjectName,IllustrationWidth,IllustrationHeight,IllustrationFormat,IllustrationBlurKey,IllustrationBlurBundle,IllustrationBlurAssetTypes,IllustrationBlurSourceFile,IllustrationBlurObjectName,IllustrationBlurWidth,IllustrationBlurHeight,IllustrationBlurFormat,IllustrationLowResKey,IllustrationLowResBundle,IllustrationLowResAssetTypes,IllustrationLowResSourceFile,IllustrationLowResObjectName,IllustrationLowResWidth,IllustrationLowResHeight,IllustrationLowResFormat,musicKey,musicBundle,musicAssetTypes,musicSourceFile,musicObjectName,musicWidth,musicHeight,musicFormat,musicLength,musicFrequency,musicChannels,chartEZKey,chartEZBundle,chartEZAssetTypes,chartEZSourceFile,chartEZFormatVersion,chartEZOffset,chartEZJudgeLineCount,chartEZNoteCount,chartEZBPMS,chartEZErrorVariant,chartHDKey,chartHDBundle,chartHDAssetTypes,chartHDSourceFile,chartHDFormatVersion,chartHDOffset,chartHDJudgeLineCount,chartHDNoteCount,chartHDBPMS,chartHDErrorVariant,chartINKey,chartINBundle,chartINAssetTypes,chartINSourceFile,chartINFormatVersion,chartINOffset,chartINJudgeLineCount,chartINNoteCount,chartINBPMS,chartINErrorVariant,chartATKey,chartATBundle,chartATAssetTypes,chartATSourceFile,chartATFormatVersion,chartATOffset,chartATJudgeLineCount,chartATNoteCount,chartATBPMS,chartATErrorVariant,chartLegacyKey,chartLegacyBundle,chartLegacyAssetTypes,chartLegacySourceFile,chartLegacyFormatVersion,chartLegacyOffset,chartLegacyJudgeLineCount,chartLegacyNoteCount,chartLegacyBPMS,chartLegacyErrorVariant
Chronomia.Lime.0,Chronomia,Lime,0,10,Assets/Tracks/Chronomia.Lime.0/Illustration.jpg,0756a4ad015cc45f99a46a20760f67e0.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,0756a4ad015cc45f99a46a20760f67e0.bundle,Illustration,2048,1080,3,Assets/Tracks/Chronomia.Lime.0/IllustrationBlur.jpg,bfc9f8b0fae6c6bcf0493d32d40a7135.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,bfc9f8b0fae6c6bcf0493d32d40a7135.bundle,IllustrationBlur,256,135,3,Assets/Tracks/Chronomia.Lime.0/IllustrationLowRes.jpg,575566eedc79c9b2950c785528ede0b7.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,575566eedc79c9b2950c785528ede0b7.bundle,IllustrationLowRes,512,270,3,Assets/Tracks/Chronomia.Lime.0/music.wav,c6fad54ce14186ff185eb34f147fd4e1.bundle,UnityEngine.AudioClip,c6fad54ce14186ff185eb34f147fd4e1.bundle,music,,,,146.96861267089844,44100,2,Assets/Tracks/Chronomia.Lime.0/Chart_EZ.json,84375606e06237481744f3cdd0b10f40.bundle,UnityEngine.TextAsset,84375606e06237481744f3cdd0b10f40.bundle,3,0.0,9,338,227.0,,Assets/Tracks/Chronomia.Lime.0/Chart_HD.json,0bba24886d6f57619c80a8117ce57266.bundle,UnityEngine.TextAsset,0bba24886d6f57619c80a8117ce57266.bundle,3,0.0,20,663,227.0,,Assets/Tracks/Chronomia.Lime.0/Chart_IN.json,0add8f9cbd48246a0c3bd3e5843e239f.bundle,UnityEngine.TextAsset,0add8f9cbd48246a0c3bd3e5843e239f.bundle,3,0.0,24,992,227.0,,,,,,,,,,,,,,,,,,,,,
ChronosCollapseLaCampanella.SunsetRay.0,ChronosCollapseLaCampanella,SunsetRay,0,10,Assets/Tracks/ChronosCollapseLaCampanella.SunsetRay.0/Illustration.jpg,aa2ca0bb1f5398a64ef62ccec7eab23c.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,aa2ca0bb1f5398a64ef62ccec7eab23c.bundle,Illustration,2048,1080,3,Assets/Tracks/ChronosCollapseLaCampanella.SunsetRay.0/IllustrationBlur.jpg,d5c8373787728d5db883e371eb2f0319.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,d5c8373787728d5db883e371eb2f0319.bundle,IllustrationBlur,256,135,3,Assets/Tracks/ChronosCollapseLaCampanella.SunsetRay.0/IllustrationLowRes.jpg,9e940b08250d72e3d3cae24b481457a9.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,9e940b08250d72e3d3cae24b481457a9.bundle,IllustrationLowRes,512,270,3,Assets/Tracks/ChronosCollapseLaCampanella.SunsetRay.0/music.wav,fdc7cde1e0a0787a95645f273f0cce72.bundle,UnityEngine.AudioClip,fdc7cde1e0a0787a95645f273f0cce72.bundle,music,,,,153.10366821289062,44100,2,Assets/Tracks/ChronosCollapseLaCampanella.SunsetRay.0/Chart_EZ.json,1b3ceed5e07666fcf2d5ea1635e22fca.bundle,UnityEngine.TextAsset,1b3ceed5e07666fcf2d5ea1635e22fca.bundle,3,0.0,10,350,180.0,,Assets/Tracks/ChronosCollapseLaCampanella.SunsetRay.0/Chart_HD.json,3bac9ca50a624fbb2adcd688dd6bb570.bundle,UnityEngine.TextAsset,3bac9ca50a624fbb2adcd688dd6bb570.bundle,3,0.0,5,773,180.0,,Assets/Tracks/ChronosCollapseLaCampanella.SunsetRay.0/Chart_IN.json,de4b80375acea4d2003fec638d22a6b1.bundle,UnityEngine.TextAsset,de4b80375acea4d2003fec638d22a6b1.bundle,3,0.0,23,1500,180.0,,,,,,,,,,,,,,,,,,,,,
Chronostasis.黒皇帝.0,Chronostasis,黒皇帝,0,10,Assets/Tracks/Chronostasis.黒皇帝.0/Illustration.jpg,36e7cc2c6ea8475b61faaea08af76f0f.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,36e7cc2c6ea8475b61faaea08af76f0f.bundle,Illustration,2048,1080,3,Assets/Tracks/Chronostasis.黒皇帝.0/IllustrationBlur.jpg,36f0f9b6f8b9ea9b575259733184d63a.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,36f0f9b6f8b9ea9b575259733184d63a.bundle,IllustrationBlur,256,135,3,Assets/Tracks/Chronostasis.黒皇帝.0/IllustrationLowRes.jpg,a378822108c81d3d31591d7adf1ff359.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,a378822108c81d3d31591d7adf1ff359.bundle,IllustrationLowRes,512,270,3,Assets/Tracks/Chronostasis.黒皇帝.0/music.wav,119e91ba3a95bf541bf37c186267cad8.bundle,UnityEngine.AudioClip,119e91ba3a95bf541bf37c186267cad8.bundle,music,,,,142.5240020751953,48000,2,Assets/Tracks/Chronostasis.黒皇帝.0/Chart_EZ.json,e27aa6eca87b85471e74b253ac3f7e6d.bundle,UnityEngine.TextAsset,e27aa6eca87b85471e74b253ac3f7e6d.bundle,3,0.07,11,291,196.0,,Assets/Tracks/Chronostasis.黒皇帝.0/Chart_HD.json,80a4d48d79f480ad5b25983cebd77e70.bundle,UnityEngine.TextAsset,80a4d48d79f480ad5b25983cebd77e70.bundle,3,0.07,11,821,196.0,,Assets/Tracks/Chronostasis.黒皇帝.0/Chart_IN.json,0f091139162f0e0301a6093a9673b5b1.bundle,UnityEngine.TextAsset,0f091139162f0e0301a6093a9673b5b1.bundle,3,0.06,22,1326,196.0;198.0,,,,,,,,,,,,,,,,,,,,,
Cipher20.TetrajectoryfeatCtymax.0,Cipher20,TetrajectoryfeatCtymax,0,10,Assets/Tracks/Cipher20.TetrajectoryfeatCtymax.0/Illustration.jpg,1d216ffb9fcc7e88cb3fe5a7f4c8cf08.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,1d216ffb9fcc7e88cb3fe5a7f4c8cf08.bundle,Illustration,2048,1080,3,Assets/Tracks/Cipher20.TetrajectoryfeatCtymax.0/IllustrationBlur.jpg,91c473a91654c7b8ade76380ed568186.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,91c473a91654c7b8ade76380ed568186.bundle,IllustrationBlur,256,135,3,Assets/Tracks/Cipher20.TetrajectoryfeatCtymax.0/IllustrationLowRes.jpg,52f59e872b95ca6824290036e890c4f4.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,52f59e872b95ca6824290036e890c4f4.bundle,IllustrationLowRes,512,270,3,Assets/Tracks/Cipher20.TetrajectoryfeatCtymax.0/music.wav,e8a6ff883abad8a6624ee6f9eaf9fb2f.bundle,UnityEngine.AudioClip,e8a6ff883abad8a6624ee6f9eaf9fb2f.bundle,music,,,,154.31982421875,44100,2,Assets/Tracks/Cipher20.TetrajectoryfeatCtymax.0/Chart_EZ.json,e4d352aa9698c7eabac8faa3320ed7d3.bundle,UnityEngine.TextAsset,e4d352aa9698c7eabac8faa3320ed7d3.bundle,3,0.0,4,401,179.0,,Assets/Tracks/Cipher20.TetrajectoryfeatCtymax.0/Chart_HD.json,687eb4c97dc9e9e371cfc5fb68106e02.bundle,UnityEngine.TextAsset,687eb4c97dc9e9e371cfc5fb68106e02.bundle,3,0.0,4,473,179.0,,Assets/Tracks/Cipher20.TetrajectoryfeatCtymax.0/Chart_IN.json,7f0be12f58410760c0ced1969e227604.bundle,UnityEngine.TextAsset,7f0be12f58410760c0ced1969e227604.bundle,3,0.0,22,1041,179.0,,,,,,,,,,,,,,,,,,,,,
ClassMemories.AntistarfeatCtymax.0,ClassMemories,AntistarfeatCtymax,0,10,Assets/Tracks/ClassMemories.AntistarfeatCtymax.0/Illustration.jpg,e0040c6035cee2f6cdf6e3102d2aa95f.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,e0040c6035cee2f6cdf6e3102d2aa95f.bundle,Illustration,2048,1080,3,Assets/Tracks/ClassMemories.AntistarfeatCtymax.0/IllustrationBlur.jpg,aa5c8bcbf1f167b135feae4bc74a1ac9.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,aa5c8bcbf1f167b135feae4bc74a1ac9.bundle,IllustrationBlur,256,135,3,Assets/Tracks/ClassMemories.AntistarfeatCtymax.0/IllustrationLowRes.jpg,030cf4c1cc3dcdfef5aa49c45e4bd263.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,030cf4c1cc3dcdfef5aa49c45e4bd263.bundle,IllustrationLowRes,512,270,3,Assets/Tracks/ClassMemories.AntistarfeatCtymax.0/music.wav,3726ef6bf2bf5f723a6c1780c84da90a.bundle,UnityEngine.AudioClip,3726ef6bf2bf5f723a6c1780c84da90a.bundle,music,,,,147.3697967529297,44100,2,Assets/Tracks/ClassMemories.AntistarfeatCtymax.0/Chart_EZ.json,ce12724dee9e11508fc295649298776a.bundle,UnityEngine.TextAsset,ce12724dee9e11508fc295649298776a.bundle,3,0.0,7,393,145.0,,Assets/Tracks/ClassMemories.AntistarfeatCtymax.0/Chart_HD.json,fdb2f90cea360a49274a11bb78ca6122.bundle,UnityEngine.TextAsset,fdb2f90cea360a49274a11bb78ca6122.bundle,3,0.0,5,771,145.0,,Assets/Tracks/ClassMemories.AntistarfeatCtymax.0/Chart_IN.json,8d3c7dcf5e9b1574b940a3bd08b95ab2.bundle,UnityEngine.TextAsset,8d3c7dcf5e9b1574b940a3bd08b95ab2.bundle,3,0.0,4,1194,145.0,,,,,,,,,,,,,,,,,,,,,
Cleyera.Riya.0,Cleyera,Riya,0,10,Assets/Tracks/Cleyera.Riya.0/Illustration.jpg,8d7759a5d926730e4daaba9d5d01f857.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,8d7759a5d926730e4daaba9d5d01f857.bundle,Illustration,2048,1080,3,Assets/Tracks/Cleyera.Riya.0/IllustrationBlur.jpg,9d66f55d002f6c6c0c32ec8bdf450b91.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,9d66f55d002f6c6c0c32ec8bdf450b91.bundle,IllustrationBlur,256,135,3,Assets/Tracks/Cleyera.Riya.0/IllustrationLowRes.jpg,68a926670fb1c58d79dbe242f7d544df.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,68a926670fb1c58d79dbe242f7d544df.bundle,IllustrationLowRes,512,270,3,Assets/Tracks/Cleyera.Riya.0/music.wav,93a20b275234d18463bb57dfabb27001.bundle,UnityEngine.AudioClip,93a20b275234d18463bb57dfabb27001.bundle,music,,,,139.4764404296875,44100,2,Assets/Tracks/Cleyera.Riya.0/Chart_EZ.json,96a8fb07f12fb1ce2e4ca4c033069876.bundle,UnityEngine.TextAsset,96a8fb07f12fb1ce2e4ca4c033069876.bundle,3,0.0,23,338,191.0,,Assets/Tracks/Cleyera.Riya.0/Chart_HD.json,eb078ae83d7bc81fbc371cbd9edf0169.bundle,UnityEngine.TextAsset,eb078ae83d7bc81fbc371cbd9edf0169.bundle,3,0.0,7,822,191.0,,Assets/Tracks/Cleyera.Riya.0/Chart_IN.json,3a8c705c2869eb2ce84c16e5bed1889c.bundle,UnityEngine.TextAsset,3a8c705c2869eb2ce84c16e5bed1889c.bundle,3,0.0,24,777,191.0,,,,,,,,,,,,,,,,,,,,,
ClockParadox.WyvernP.0,ClockParadox,WyvernP,0,10,Assets/Tracks/ClockParadox.WyvernP.0/Illustration.jpg,a3503c6abaed400136e963025d6f598d.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,a3503c6abaed400136e963025d6f598d.bundle,Illustration,2048,1080,3,Assets/Tracks/ClockParadox.WyvernP.0/IllustrationBlur.jpg,5076b2b894b2abf3443dbf4f4e123366.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,5076b2b894b2abf3443dbf4f4e123366.bundle,IllustrationBlur,256,135,3,Assets/Tracks/ClockParadox.WyvernP.0/IllustrationLowRes.jpg,65f4dd0ca352b6b5bb9ebc1ebe0700c5.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,65f4dd0ca352b6b5bb9ebc1ebe0700c5.bundle,IllustrationLowRes,512,270,3,Assets/Tracks/ClockParadox.WyvernP.0/music.wav,1eee88e4c0258cde98b2d6ce1233a879.bundle,UnityEngine.AudioClip,1eee88e4c0258cde98b2d6ce1233a879.bundle,music,,,,150.89285278320312,44100,2,Assets/Tracks/ClockParadox.WyvernP.0/Chart_EZ.json,82807a4ad2c51664216c5b567057b2b9.bundle,UnityEngine.TextAsset,82807a4ad2c51664216c5b567057b2b9.bundle,3,0.0,13,188,140.0,,Assets/Tracks/ClockParadox.WyvernP.0/Chart_HD.json,34dfb12c4943a33fa0d976670875842d.bundle,UnityEngine.TextAsset,34dfb12c4943a33fa0d976670875842d.bundle,3,0.0,13,312,140.0,,Assets/Tracks/ClockParadox.WyvernP.0/Chart_IN.json,35285b2f11376eeaf4c5815d5e481ab0.bundle,UnityEngine.TextAsset,35285b2f11376eeaf4c5815d5e481ab0.bundle,3,0.0,23,520,140.0,,,,,,,,,,,,,,,,,,,,,
ColorfulDays.P4koofeatつゆり花鈴.0,ColorfulDays,P4koofeatつゆり花鈴,0,10,Assets/Tracks/ColorfulDays.P4koofeatつゆり花鈴.0/Illustration.jpg,bda17ecdc3a5fe338a824178f27a4370.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,bda17ecdc3a5fe338a824178f27a4370.bundle,Illustration,2048,1080,3,Assets/Tracks/ColorfulDays.P4koofeatつゆり花鈴.0/IllustrationBlur.jpg,6e4abf42cc631d2d461b350db8cd88fb.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,6e4abf42cc631d2d461b350db8cd88fb.bundle,IllustrationBlur,256,135,3,Assets/Tracks/ColorfulDays.P4koofeatつゆり花鈴.0/IllustrationLowRes.jpg,e911bfcfd8d4098cb83e7f1c035cd892.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,e911bfcfd8d4098cb83e7f1c035cd892.bundle,IllustrationLowRes,512,270,3,Assets/Tracks/ColorfulDays.P4koofeatつゆり花鈴.0/music.wav,ee8b2984cd45031a86109ab0eec768cc.bundle,UnityEngine.AudioClip,ee8b2984cd45031a86109ab0eec768cc.bundle,music,,,,99.73115539550781,44100,2,Assets/Tracks/ColorfulDays.P4koofeatつゆり花鈴.0/Chart_EZ.json,c1435942d5db7473fa120e8e57f01f45.bundle,UnityEngine.TextAsset,c1435942d5db7473fa120e8e57f01f45.bundle,3,0.0,1,156,136.0,,Assets/Tracks/ColorfulDays.P4koofeatつゆり花鈴.0/Chart_HD.json,3cd0b04f3e3fda7da14dbb6e2cdd69b8.bundle,UnityEngine.TextAsset,3cd0b04f3e3fda7da14dbb6e2cdd69b8.bundle,3,0.0,1,186,136.0,,Assets/Tracks/ColorfulDays.P4koofeatつゆり花鈴.0/Chart_IN.json,190594053515ebd6d123d44580345152.bundle,UnityEngine.TextAsset,190594053515ebd6d123d44580345152.bundle,3,0.0,6,407,136.0,,,,,,,,,,,,,,,,,,,,,
CometFeat符白牙.CNHKSS.0,CometFeat符白牙,CNHKSS,0,10,Assets/Tracks/CometFeat符白牙.CNHKSS.0/Illustration.jpg,760326a580d4afb9c155ab4ba879eec9.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,760326a580d4afb9c155ab4ba879eec9.bundle,Illustration,2048,1080,3,Assets/Tracks/CometFeat符白牙.CNHKSS.0/IllustrationBlur.jpg,9b80a8ff00f54d4541eb29e30438d6b0.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,9b80a8ff00f54d4541eb29e30438d6b0.bundle,IllustrationBlur,256,135,3,Assets/Tracks/CometFeat符白牙.CNHKSS.0/IllustrationLowRes.jpg,5f7a72198676fdfe09662f13ae7a1419.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,5f7a72198676fdfe09662f13ae7a1419.bundle,IllustrationLowRes,512,270,3,Assets/Tracks/CometFeat符白牙.CNHKSS.0/music.wav,7801d2a3716f6ef29762f5b19c3662b4.bundle,UnityEngine.AudioClip,7801d2a3716f6ef29762f5b19c3662b4.bundle,music,,,,151.2708282470703,48000,2,Assets/Tracks/CometFeat符白牙.CNHKSS.0/Chart_EZ.json,61dd5e40c3c326bb048b7b68c1d6235d.bundle,UnityEngine.TextAsset,61dd5e40c3c326bb048b7b68c1d6235d.bundle,3,0.0,11,138,180.0,,Assets/Tracks/CometFeat符白牙.CNHKSS.0/Chart_HD.json,afc72c789b916f426075141c6a10b8c5.bundle,UnityEngine.TextAsset,afc72c789b916f426075141c6a10b8c5.bundle,3,0.0,24,752,180.0,,Assets/Tracks/CometFeat符白牙.CNHKSS.0/Chart_IN.json,aa8678a615ce7faeaeccf0730cb65b72.bundle,UnityEngine.TextAsset,aa8678a615ce7faeaeccf0730cb65b72.bundle,3,0.0,24,874,180.0,,,,,,,,,,,,,,,,,,,,,
ComputeItWithSomeDevilishAlcoholicSteampunkEngines.かめりあ.0,ComputeItWithSomeDevilishAlcoholicSteampunkEngines,かめりあ,0,10,Assets/Tracks/ComputeItWithSomeDevilishAlcoholicSteampunkEngines.かめりあ.0/Illustration.jpg,db7b11502f0de7ef0848bf3a66116dba.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,db7b11502f0de7ef0848bf3a66116dba.bundle,Illustration,2048,1080,3,Assets/Tracks/ComputeItWithSomeDevilishAlcoholicSteampunkEngines.かめりあ.0/IllustrationBlur.jpg,01ddf689e7527cb73fd4db331125e48f.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,01ddf689e7527cb73fd4db331125e48f.bundle,IllustrationBlur,256,135,3,Assets/Tracks/ComputeItWithSomeDevilishAlcoholicSteampunkEngines.かめりあ.0/IllustrationLowRes.jpg,19b9fc0c7b0cf9b1c9ff1d12883282e8.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,19b9fc0c7b0cf9b1c9ff1d12883282e8.bundle,IllustrationLowRes,512,270,3,Assets/Tracks/ComputeItWithSomeDevilishAlcoholicSteampunkEngines.かめりあ.0/music.wav,73ee126a538b2f32e2bc5cf5f926f912.bundle,UnityEngine.AudioClip,73ee126a538b2f32e2bc5cf5f926f912.bundle,music,,,,171.6363525390625,44100,2,Assets/Tracks/ComputeItWithSomeDevilishAlcoholicSteampunkEngines.かめりあ.0/Chart_EZ.json,5a3e0f11cbad6c7b3bdac15fa3d36560.bundle,UnityEngine.TextAsset,5a3e0f11cbad6c7b3bdac15fa3d36560.bundle,3,0.0,4,330,165.0,,Assets/Tracks/ComputeItWithSomeDevilishAlcoholicSteampunkEngines.かめりあ.0/Chart_HD.json,00e9f0703994eecb92339ac5dfc222a4.bundle,UnityEngine.TextAsset,00e9f0703994eecb92339ac5dfc222a4.bundle,3,0.0,4,723,165.0,,Assets/Tracks/ComputeItWithSomeDevilishAlcoholicSteampunkEngines.かめりあ.0/Chart_IN.json,f7ef85edc06e789ceb39c5ce030eabe1.bundle,UnityEngine.TextAsset,f7ef85edc06e789ceb39c5ce030eabe1.bundle,3,0.0,24,1213,165.0,,,,,,,,,,,,,,,,,,,,,
Concvssion.Halv.0,Concvssion,Halv,0,10,Assets/Tracks/Concvssion.Halv.0/Illustration.jpg,9212b3fc25263422d0038f4f2798c9c5.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,9212b3fc25263422d0038f4f2798c9c5.bundle,Illustration,2048,1080,3,Assets/Tracks/Concvssion.Halv.0/IllustrationBlur.jpg,a73eb9e55a0d57d2f1216efd28f0b488.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,a73eb9e55a0d57d2f1216efd28f0b488.bundle,IllustrationBlur,256,135,3,Assets/Tracks/Concvssion.Halv.0/IllustrationLowRes.jpg,7a95ca88243513e109ae1fea13a89996.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,7a95ca88243513e109ae1fea13a89996.bundle,IllustrationLowRes,512,270,3,Assets/Tracks/Concvssion.Halv.0/music.wav,28d2cfdec412003b61c00a379aa60d71.bundle,UnityEngine.AudioClip,28d2cfdec412003b61c00a379aa60d71.bundle,music,,,,151.57986450195312,44100,2,Assets/Tracks/Concvssion.Halv.0/Chart_EZ.json,ae54e8e912728d8c6526a6e65608923e.bundle,UnityEngine.TextAsset,ae54e8e912728d8c6526a6e65608923e.bundle,3,0.0,9,450,190.0,,Assets/Tracks/Concvssion.Halv.0/Chart_HD.json,b0e1248094c6cbc18ebc379eb35bf3a7.bundle,UnityEngine.TextAsset,b0e1248094c6cbc18ebc379eb35bf3a7.bundle,3,0.0,12,700,190.0,,Assets/Tracks/Concvssion.Halv.0/Chart_IN.json,21ead1c17275114e1a770e44d7dcb354.bundle,UnityEngine.TextAsset,21ead1c17275114e1a770e44d7dcb354.bundle,3,0.0,24,1000,190.0,,,,,,,,,,,,,,,,,,,,,
CraveWave.LandRoot.0,CraveWave,LandRoot,0,10,Assets/Tracks/CraveWave.LandRoot.0/Illustration.jpg,02209f5545f3f72755ae2d9d7704a74b.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,02209f5545f3f72755ae2d9d7704a74b.bundle,Illustration,2048,1080,3,Assets/Tracks/CraveWave.LandRoot.0/IllustrationBlur.jpg,5e30f30a91960fbe2a604d40c03bf322.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,5e30f30a91960fbe2a604d40c03bf322.bundle,IllustrationBlur,256,135,3,Assets/Tracks/CraveWave.LandRoot.0/IllustrationLowRes.jpg,393462e1d9859f9843113d86193385e4.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,393462e1d9859f9843113d86193385e4.bundle,IllustrationLowRes,512,270,3,Assets/Tracks/CraveWave.LandRoot.0/music.wav,956a47534221592fdde986e23deac998.bundle,UnityEngine.AudioClip,956a47534221592fdde986e23deac998.bundle,music,,,,128.2708282470703,48000,2,Assets/Tracks/CraveWave.LandRoot.0/Chart_EZ.json,d56cde1928c23e955bbc3c61f6068ae0.bundle,UnityEngine.TextAsset,d56cde1928c23e955bbc3c61f6068ae0.bundle,3,0.0,6,177,150.0,,Assets/Tracks/CraveWave.LandRoot.0/Chart_HD.json,7e6d95e2d2b37eb473906be4a0370842.bundle,UnityEngine.TextAsset,7e6d95e2d2b37eb473906be4a0370842.bundle,3,0.0,12,396,150.0,,Assets/Tracks/CraveWave.LandRoot.0/Chart_IN.json,deb6ee9f54ec35bca47b5443f2b1c42e.bundle,UnityEngine.TextAsset,deb6ee9f54ec35bca47b5443f2b1c42e.bundle,3,0.0,24,816,150.0,,,,,,,,,,,,,,,,,,,,,
Credits.Frums.0,Credits,Frums,0,11,Assets/Tracks/Credits.Frums.0/Illustration.jpg,fefaaaafc776e1f58464f7341af6d4d5.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,fefaaaafc776e1f58464f7341af6d4d5.bundle,Illustration,2048,1080,3,Assets/Tracks/Credits.Frums.0/IllustrationBlur.jpg,3817720f505b682fcb4c94ae1515130d.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,3817720f505b682fcb4c94ae1515130d.bundle,IllustrationBlur,256,135,3,Assets/Tracks/Credits.Frums.0/IllustrationLowRes.jpg,6ab48cb3648b920a124007295507fc28.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,6ab48cb3648b920a124007295507fc28.bundle,IllustrationLowRes,512,270,3,Assets/Tracks/Credits.Frums.0/music.wav,268cda5ea49d5f86ae58f7889cfc58d9.bundle,UnityEngine.AudioClip,268cda5ea49d5f86ae58f7889cfc58d9.bundle,music,,,,100.61453247070312,44100,2,Assets/Tracks/Credits.Frums.0/Chart_EZ.json,525f3588e70a8a45bffeca8d7d5118bb.bundle,UnityEngine.TextAsset,525f3588e70a8a45bffeca8d7d5118bb.bundle,3,0.0,2,188,179.0,,Assets/Tracks/Credits.Frums.0/Chart_HD.json,3f3c531e911d1ff1a896cbadf0138a92.bundle,UnityEngine.TextAsset,3f3c531e911d1ff1a896cbadf0138a92.bundle,1,0.0,3,355,179.0,,Assets/Tracks/Credits.Frums.0/Chart_IN.json,2677020fa1f5852cc54d51de875ab681.bundle,UnityEngine.TextAsset,2677020fa1f5852cc54d51de875ab681.bundle,3,0.0,5,535,179.0,,Assets/Tracks/Credits.Frums.0/Chart_AT.json,73859a42c8907f50159b3602d2360dc0.bundle,UnityEngine.TextAsset,73859a42c8907f50159b3602d2360dc0.bundle,3,0.0,23,638,179.0,,,,,,,,,,,
Cristalisia.onoken.0,Cristalisia,onoken,0,11,Assets/Tracks/Cristalisia.onoken.0/Illustration.jpg,dac7bcb38179adb77e1e1406a505f3ec.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,dac7bcb38179adb77e1e1406a505f3ec.bundle,Illustration,2048,1080,3,Assets/Tracks/Cristalisia.onoken.0/IllustrationBlur.jpg,a0d9c3db200da99109a50be35ad71d93.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,a0d9c3db200da99109a50be35ad71d93.bundle,IllustrationBlur,256,135,3,Assets/Tracks/Cristalisia.onoken.0/IllustrationLowRes.jpg,6609bca4c52666304b2e3ac0fa2e2c1a.bundle,UnityEngine.Sprite;UnityEngine.Texture2D,6609bca4c52666304b2e3ac0fa2e2c1a.bundle,IllustrationLowRes,512,270,3,Assets/Tracks/Cristalisia.onoken.0/music.wav,18071720d0d0c703ff358aee284827e7.bundle,UnityEngine.AudioClip,18071720d0d0c703ff358aee284827e7.bundle,music,,,,136.56764221191406,44100,2,Assets/Tracks/Cristalisia.onoken.0/Chart_EZ.json,e74fda38283e52d701d1f5be3dc5ff9d.bundle,UnityEngine.TextAsset,e74fda38283e52d701d1f5be3dc5ff9d.bundle,3,0.0,24,241,134.0,,Assets/Tracks/Cristalisia.onoken.0/Chart_HD.json,72a9cad4f2c01dcca290809393a2e982.bundle,UnityEngine.TextAsset,72a9cad4f2c01dcca290809393a2e982.bundle,3,0.0,24,577,134.0,,Assets/Tracks/Cristalisia.onoken.0/Chart_IN.json,aefe3a0a18907073eae0d83a38cb35a1.bundle,UnityEngine.TextAsset,aefe3a0a18907073eae0d83a38cb35a1.bundle,3,0.0,24,721,134.0,,,,,,,,,,,,,,,,,,,,,
