assetPath,characterId,characterName,searchStrings,packId,versionFrom,uncapVersionFrom,assetRole,variant,variantRaw,width,height,format,metadataSource,evidence,confidence,publicArchiveSuitability
assets/char/-1_mp.png,-1,,[],,,,linkplay-character-preview,multiplayer,_mp,895,873,PNG,path-only,assets/char/-1_mp.png,High,Medium
assets/char/0_icon.png,0,hikari,"[""光"",""ひかり"",""히카리""]",,0.0.0,0.0.0,character-avatar-icon,icon,_icon,170,170,PNG,assets/char/characters.json,assets/char/characters.json + assets/char/0_icon.png,Confirmed,Medium
assets/char/0_mp.png,0,hikari,"[""光"",""ひかり"",""히카리""]",,0.0.0,0.0.0,linkplay-character-preview,multiplayer,_mp,895,873,PNG,assets/char/characters.json,assets/char/characters.json + assets/char/0_mp.png,High,Medium
assets/char/0o_icon.png,0,hikari,"[""光"",""ひかり"",""히카리""]",,0.0.0,0.0.0,character-avatar-icon,icon,o_icon,169,170,PNG,assets/char/characters.json,assets/char/characters.json + assets/char/0o_icon.png,Confirmed,Medium
assets/char/0o_mp.png,0,hikari,"[""光"",""ひかり"",""히카리""]",,0.0.0,0.0.0,linkplay-character-preview,multiplayer,o_mp,895,873,PNG,assets/char/characters.json,assets/char/characters.json + assets/char/0o_mp.png,High,Medium
assets/char/0u_icon.png,0,hikari,"[""光"",""ひかり"",""히카리""]",,0.0.0,0.0.0,character-avatar-icon,icon,u_icon,169,170,PNG,assets/char/characters.json,assets/char/characters.json + assets/char/0u_icon.png,Confirmed,Medium
assets/char/0u_mp.png,0,hikari,"[""光"",""ひかり"",""히카리""]",,0.0.0,0.0.0,linkplay-character-preview,multiplayer,u_mp,895,873,PNG,assets/char/characters.json,assets/char/characters.json + assets/char/0u_mp.png,High,Medium
assets/char/1080/0.png,0,hikari,"[""光"",""ひかり"",""히카리""]",,0.0.0,0.0.0,character-main-art,base,,1800,1800,PNG,assets/char/characters.json,assets/char/characters.json + assets/char/1080/0.png,Confirmed,High
assets/char/1080/0o.png,0,hikari,"[""光"",""ひかり"",""히카리""]",,0.0.0,0.0.0,character-variant-art,o,o,1800,1800,PNG,assets/char/characters.json,assets/char/characters.json + assets/char/1080/0o.png,Medium,High
assets/char/1080/0u.png,0,hikari,"[""光"",""ひかり"",""히카리""]",,0.0.0,0.0.0,character-variant-art-uncap-candidate,u,u,1800,1800,PNG,assets/char/characters.json,assets/char/characters.json + assets/char/1080/0u.png,High,High
