trackFolder,trackPath,trackKey,sourceIdentityCandidate,identityConfidence,sourceTitle,sourceArtist,indexRaw,artworkRoleCandidate,trackArtworkStatus,IllustrationPath,IllustrationBundle,IllustrationSourceBundlePath,IllustrationObjectPathId,IllustrationObjectName,IllustrationWidth,IllustrationHeight,IllustrationFormat,IllustrationDecodedPixelSha256,IllustrationNormalizedRGBHash,IllustrationReadStatus,IllustrationReadError,IllustrationBlurPath,IllustrationBlurBundle,IllustrationBlurSourceBundlePath,IllustrationBlurObjectPathId,IllustrationBlurObjectName,IllustrationBlurWidth,IllustrationBlurHeight,IllustrationBlurFormat,IllustrationBlurDecodedPixelSha256,IllustrationBlurNormalizedRGBHash,IllustrationBlurReadStatus,IllustrationBlurReadError,IllustrationLowResPath,IllustrationLowResBundle,IllustrationLowResSourceBundlePath,IllustrationLowResObjectPathId,IllustrationLowResObjectName,IllustrationLowResWidth,IllustrationLowResHeight,IllustrationLowResFormat,IllustrationLowResDecodedPixelSha256,IllustrationLowResNormalizedRGBHash,IllustrationLowResReadStatus,IllustrationLowResReadError,musicKey,chartEZKey,chartEZStatus,chartEZErrorVariant,chartHDKey,chartHDStatus,chartHDErrorVariant,chartINKey,chartINStatus,chartINErrorVariant,chartATKey,chartATStatus,chartATErrorVariant,chartLegacyKey,chartLegacyStatus,chartLegacyErrorVariant,specialEvidence
Electron.ElousFZ.0,Assets/Tracks/Electron.ElousFZ.0/,Assets/Tracks/Electron.ElousFZ.0/Illustration.jpg,phigros:trackpath=Assets/Tracks/Electron.ElousFZ.0/,medium,Electron,ElousFZ,0,regular-track,current-primary-illustration,Assets/Tracks/Electron.ElousFZ.0/Illustration.jpg,95d282ebb397e0b1570a6bd9f1ddfd6b.bundle,assets/aa/Android/95d282ebb397e0b1570a6bd9f1ddfd6b.bundle,-4909873252042482209,Illustration,2048,1080,Texture2D-decoded-RGB,c2e1ef1401fa266823cd2318b6da64eab43f0866e4ef9bd88b1457f8bdae3059,18ed868c86d5a756344f38a64aebdf98258c8cd8d13ffcf97b201cf67afb8a08,read,,Assets/Tracks/Electron.ElousFZ.0/IllustrationBlur.jpg,9e8a3b6b6ffabf93a3adbe614d4a19a7.bundle,assets/aa/Android/9e8a3b6b6ffabf93a3adbe614d4a19a7.bundle,6079983183720640871,IllustrationBlur,256,135,Texture2D-decoded-RGB,9b404f74b58d25914d05170ef4616e3ad36c997b43f0c4105647f95686d1e1ec,60bc64b1cd0f717397d1581ce70c12096f18c4bad025699d1b2d7242c3aa2de9,read,,Assets/Tracks/Electron.ElousFZ.0/IllustrationLowRes.jpg,f4dc75ca2d3fe2b4307d927d50dccded.bundle,assets/aa/Android/f4dc75ca2d3fe2b4307d927d50dccded.bundle,-1096321840135007160,IllustrationLowRes,512,270,Texture2D-decoded-RGB,7d2c89edc1f04d8f70521ab94d88674442b5f3c83c63a473eacb88435f7636cc,4a0798a5d9254df365b98a3b7929fbdf90ccfb71aa2596d301c3849ef6d719ad,read,,Assets/Tracks/Electron.ElousFZ.0/music.wav,Assets/Tracks/Electron.ElousFZ.0/Chart_EZ.json,structurally-nonempty,,Assets/Tracks/Electron.ElousFZ.0/Chart_HD.json,structurally-nonempty,,Assets/Tracks/Electron.ElousFZ.0/Chart_IN.json,structurally-nonempty,,,absent,,,absent,,
Eltaw.Fl00t.0,Assets/Tracks/Eltaw.Fl00t.0/,Assets/Tracks/Eltaw.Fl00t.0/Illustration.jpg,phigros:trackpath=Assets/Tracks/Eltaw.Fl00t.0/,medium,Eltaw,Fl00t,0,regular-track,current-primary-illustration,Assets/Tracks/Eltaw.Fl00t.0/Illustration.jpg,7159bac68fec51873e53164e184e8bd7.bundle,assets/aa/Android/7159bac68fec51873e53164e184e8bd7.bundle,-3903189791501592519,Illustration,2048,1080,Texture2D-decoded-RGB,542c76aa7ee3c59edc1d5054e9caebca7e80b8b905165973f9e5d2da46fa3c9e,af8100f82701f28e09dce3dbd6b4253fdaf73e8ce8037b4e346fff84d52bee1c,read,,Assets/Tracks/Eltaw.Fl00t.0/IllustrationBlur.jpg,2553e335e17f9d53e8e66ec5efc5e337.bundle,assets/aa/Android/2553e335e17f9d53e8e66ec5efc5e337.bundle,2262087381085103276,IllustrationBlur,256,135,Texture2D-decoded-RGB,438796198ef04dbd96fa51f147e17c4abc2dc4ec9226bec0bc852879c3d4d773,0c3c4c22b7181e333f0b2f28be75891902a7fd234848d6ec0692781a217c6eec,read,,Assets/Tracks/Eltaw.Fl00t.0/IllustrationLowRes.jpg,1cd22f216c1d53b72530687710443805.bundle,assets/aa/Android/1cd22f216c1d53b72530687710443805.bundle,4508824077192269013,IllustrationLowRes,512,270,Texture2D-decoded-RGB,2d5378e70bfbc734cdf625fe38fabb436c0e3975551168a2924a00af7208f6e1,1b5fc54a43907feebf4083ca84661615a7b2e4546e97e0937ffd3fde0840abe5,read,,Assets/Tracks/Eltaw.Fl00t.0/music.wav,Assets/Tracks/Eltaw.Fl00t.0/Chart_EZ.json,structurally-nonempty,,Assets/Tracks/Eltaw.Fl00t.0/Chart_HD.json,structurally-nonempty,,Assets/Tracks/Eltaw.Fl00t.0/Chart_IN.json,structurally-nonempty,,,absent,,,absent,,
Elúltimobaile.Θ.0,Assets/Tracks/Elúltimobaile.Θ.0/,Assets/Tracks/Elúltimobaile.Θ.0/Illustration.jpg,phigros:trackpath=Assets/Tracks/Elúltimobaile.Θ.0/,medium,Elúltimobaile,Θ,0,regular-track,current-primary-illustration,Assets/Tracks/Elúltimobaile.Θ.0/Illustration.jpg,17acd47e9e700570644a5d23f7c3612d.bundle,assets/aa/Android/17acd47e9e700570644a5d23f7c3612d.bundle,5508786710848043423,Illustration,2048,1080,Texture2D-decoded-RGB,e8dc73db664d51e32186c5c95dc0a2bf3ace4c1add134f5cb6694b11b1826d56,48d4e489c155277b40fb2c5a2c698a19d5c0adc0a3d2ee3d2ef8043d8dbd5fc5,read,,Assets/Tracks/Elúltimobaile.Θ.0/IllustrationBlur.jpg,70cef5aa8b2754f5bdb62b5e56850077.bundle,assets/aa/Android/70cef5aa8b2754f5bdb62b5e56850077.bundle,-7922401834176660307,IllustrationBlur,256,135,Texture2D-decoded-RGB,4856c6328f811ff03787cccf4e79638660b1a5bed084ccac5973ef83269cb47a,253d1c56aa83bc242195438aa2e7ee7b5e666d2b85ec6eeb57b3ddbd5b0ccad2,read,,Assets/Tracks/Elúltimobaile.Θ.0/IllustrationLowRes.jpg,3df2dfb9676f9165140f3d2bf8639641.bundle,assets/aa/Android/3df2dfb9676f9165140f3d2bf8639641.bundle,-3862174288394371059,IllustrationLowRes,512,270,Texture2D-decoded-RGB,2bfe0f06c781d4190b90c15c4186cf285e307938a939ee94aa8c4bf3108898ae,46762577087218f89bb0aa94cc6e5435b90ba36c0280df0e281488266ea7c462,read,,Assets/Tracks/Elúltimobaile.Θ.0/music.wav,Assets/Tracks/Elúltimobaile.Θ.0/Chart_EZ.json,structurally-nonempty,,Assets/Tracks/Elúltimobaile.Θ.0/Chart_HD.json,structurally-nonempty,,Assets/Tracks/Elúltimobaile.Θ.0/Chart_IN.json,structurally-nonempty,,,absent,,,absent,,
EndMe.ZxNXasDelaina.0,Assets/Tracks/EndMe.ZxNXasDelaina.0/,Assets/Tracks/EndMe.ZxNXasDelaina.0/Illustration.jpg,phigros:trackpath=Assets/Tracks/EndMe.ZxNXasDelaina.0/,medium,EndMe,ZxNXasDelaina,0,regular-track,current-primary-illustration,Assets/Tracks/EndMe.ZxNXasDelaina.0/Illustration.jpg,45ea607c0549fccd6d74a0298c494199.bundle,assets/aa/Android/45ea607c0549fccd6d74a0298c494199.bundle,5741806717884652127,Illustration,2048,1080,Texture2D-decoded-RGB,bdf5e6121ebf4ee27860135747018b513785301d8ee18da5bb6d1da80918ff06,d5d0ea5f14005241f40170b7c25e780e8552d8ae45e6cbe7db76ef1e1e1619f9,read,,Assets/Tracks/EndMe.ZxNXasDelaina.0/IllustrationBlur.jpg,d29432f9d194d6586ca0448541da54a1.bundle,assets/aa/Android/d29432f9d194d6586ca0448541da54a1.bundle,710038165039470703,IllustrationBlur,256,135,Texture2D-decoded-RGB,254240dd4a511214cb7b987fcba0722201965307c3627a6262bc090712c7c376,03f00b428e724c7a6bc560a1c60be42eb1e45a86e782a0b9c18aa3aab6f7f91c,read,,Assets/Tracks/EndMe.ZxNXasDelaina.0/IllustrationLowRes.jpg,534001babaf561b44957c04dd39ddd00.bundle,assets/aa/Android/534001babaf561b44957c04dd39ddd00.bundle,382364970272334953,IllustrationLowRes,512,270,Texture2D-decoded-RGB,9f30ddd52efdd9c1c2df671440489feb19bbd0ec8a727536d3a01637a84d070e,20f185afa674be90bc3e336672527ab1ea60c345fef14d439b92b68f0f61182a,read,,Assets/Tracks/EndMe.ZxNXasDelaina.0/music.wav,Assets/Tracks/EndMe.ZxNXasDelaina.0/Chart_EZ.json,structurally-nonempty,,Assets/Tracks/EndMe.ZxNXasDelaina.0/Chart_HD.json,structurally-nonempty,,Assets/Tracks/EndMe.ZxNXasDelaina.0/Chart_IN.json,structurally-nonempty,,,absent,,,absent,,
EnginexStartmelodymix.CrossingSound.0,Assets/Tracks/EnginexStartmelodymix.CrossingSound.0/,Assets/Tracks/EnginexStartmelodymix.CrossingSound.0/Illustration.jpg,phigros:trackpath=Assets/Tracks/EnginexStartmelodymix.CrossingSound.0/,medium,EnginexStartmelodymix,CrossingSound,0,regular-track,current-primary-illustration,Assets/Tracks/EnginexStartmelodymix.CrossingSound.0/Illustration.jpg,722ccd36412509836c89f38b1da1c6e5.bundle,assets/aa/Android/722ccd36412509836c89f38b1da1c6e5.bundle,4709025132561464653,Illustration,2048,1080,Texture2D-decoded-RGB,873a4e57e397e42ab7a5b4b39e931a8e922a8b304457370e93382782261e87db,df199dc31ce10d9f09df758592b04a3d0dbc9e24438d5ce8b4fb874c3255bc49,read,,Assets/Tracks/EnginexStartmelodymix.CrossingSound.0/IllustrationBlur.jpg,b4d00432e92719b61ee12ef02db6e43d.bundle,assets/aa/Android/b4d00432e92719b61ee12ef02db6e43d.bundle,7384767816617151854,IllustrationBlur,256,135,Texture2D-decoded-RGB,dcc922adc1072eb9d1b47ac76c39eaf22e67d329c01862f46ccd1b8e5760034c,29d4de8a1c3f3e9edb5a378928241ed765db6a23e04eaedabcf79f7a3bf6068c,read,,Assets/Tracks/EnginexStartmelodymix.CrossingSound.0/IllustrationLowRes.jpg,4151be2d435472d6f31bffb70f6b67a1.bundle,assets/aa/Android/4151be2d435472d6f31bffb70f6b67a1.bundle,-7496600544596018460,IllustrationLowRes,512,270,Texture2D-decoded-RGB,0c1d076c0a038615e01ac544f3f86ff873baba751f4c39e9815c6dfa2a425574,405e097801c653cfac14ca5be65b8e6b8a5cf933b8ccc72b7bf5709c9583dd48,read,,Assets/Tracks/EnginexStartmelodymix.CrossingSound.0/music.wav,Assets/Tracks/EnginexStartmelodymix.CrossingSound.0/Chart_EZ.json,structurally-nonempty,,Assets/Tracks/EnginexStartmelodymix.CrossingSound.0/Chart_HD.json,structurally-nonempty,,Assets/Tracks/EnginexStartmelodymix.CrossingSound.0/Chart_IN.json,structurally-nonempty,,,absent,,,absent,,
EradicationCatastrophe.NceS.0,Assets/Tracks/EradicationCatastrophe.NceS.0/,Assets/Tracks/EradicationCatastrophe.NceS.0/Illustration.jpg,phigros:trackpath=Assets/Tracks/EradicationCatastrophe.NceS.0/,medium,EradicationCatastrophe,NceS,0,regular-track,current-primary-illustration,Assets/Tracks/EradicationCatastrophe.NceS.0/Illustration.jpg,119c57e5f722e586be20a3ac4d90e447.bundle,assets/aa/Android/119c57e5f722e586be20a3ac4d90e447.bundle,-1526083928536159695,Illustration,2048,1080,Texture2D-decoded-RGB,f36bab767968dfb0b52d75514dcad61a3fdc14a6cf0519fd619e38224917d074,d364a02d91e7e19e185d090462dc9e69055371d2dd7ad81dd86d88af5f0860b0,read,,Assets/Tracks/EradicationCatastrophe.NceS.0/IllustrationBlur.jpg,c6fccf583a479ff53a251e67a82eff05.bundle,assets/aa/Android/c6fccf583a479ff53a251e67a82eff05.bundle,-4766422907408677065,IllustrationBlur,256,135,Texture2D-decoded-RGB,32987e478ab0e8ee709f26488fa32de70b95ce4d694a944e2e05cb544ccc6400,d6921418715e7b7436d7b6411f478b733230ec2d1075eb4a9090e61a4ee665e6,read,,Assets/Tracks/EradicationCatastrophe.NceS.0/IllustrationLowRes.jpg,224d2e0f8f9107f29388a4fe2bd5efa4.bundle,assets/aa/Android/224d2e0f8f9107f29388a4fe2bd5efa4.bundle,1057609904452113495,IllustrationLowRes,512,270,Texture2D-decoded-RGB,711125cc2373c5315adc397d851eefcf9c6e33b29259f47616d5624274c5bc3a,5c4b3ca605b35c571c0e0f081e81f559189c6235a6e3598d9f3347c5a04eb8ba,read,,Assets/Tracks/EradicationCatastrophe.NceS.0/music.wav,Assets/Tracks/EradicationCatastrophe.NceS.0/Chart_EZ.json,structurally-nonempty,,Assets/Tracks/EradicationCatastrophe.NceS.0/Chart_HD.json,structurally-nonempty,,Assets/Tracks/EradicationCatastrophe.NceS.0/Chart_IN.json,structurally-nonempty,,,absent,,,absent,,
EternalSnow.AbyssIdols.0,Assets/Tracks/EternalSnow.AbyssIdols.0/,Assets/Tracks/EternalSnow.AbyssIdols.0/Illustration.jpg,phigros:trackpath=Assets/Tracks/EternalSnow.AbyssIdols.0/,medium,EternalSnow,AbyssIdols,0,regular-track,current-primary-illustration,Assets/Tracks/EternalSnow.AbyssIdols.0/Illustration.jpg,ad2a3fc650fdf61e8a039b4ec0b4900c.bundle,assets/aa/Android/ad2a3fc650fdf61e8a039b4ec0b4900c.bundle,5574712790276944375,Illustration,2048,1080,Texture2D-decoded-RGB,021477bcc4ecca7b8519ff0f68c2708f2e0dc59017f8f1b9ae6c789e73cd6d33,409700ebac24029fa3d82c1b835865c93fdcb097c7ca8e9a850433a319161746,read,,Assets/Tracks/EternalSnow.AbyssIdols.0/IllustrationBlur.jpg,5bb41676660045b988275c92c9a0117b.bundle,assets/aa/Android/5bb41676660045b988275c92c9a0117b.bundle,5727327835248763033,IllustrationBlur,256,135,Texture2D-decoded-RGB,04411219d7bcc1fe2ba92e9a047c17cc470943209402f194c8161f3d0cbc38f4,569cc775ba774bc8b39bc1c128178a8563b6bda25a6bff7fcb2d8bfeb9b06544,read,,Assets/Tracks/EternalSnow.AbyssIdols.0/IllustrationLowRes.jpg,23d5f1461b0699a93ae20a53293535f9.bundle,assets/aa/Android/23d5f1461b0699a93ae20a53293535f9.bundle,3335073373108935751,IllustrationLowRes,512,270,Texture2D-decoded-RGB,ffecb59da9e9afea76d71cf98de5e66f6d4f29ee11fc283a1da19d18d11145df,15adfb0c9777eed73aa3caa8d58d98466479e80a6ed20e1f1511d590179b378f,read,,Assets/Tracks/EternalSnow.AbyssIdols.0/music.wav,Assets/Tracks/EternalSnow.AbyssIdols.0/Chart_EZ.json,structurally-nonempty,,Assets/Tracks/EternalSnow.AbyssIdols.0/Chart_HD.json,structurally-nonempty,,Assets/Tracks/EternalSnow.AbyssIdols.0/Chart_IN.json,structurally-nonempty,,,absent,,,absent,,
FULiAUTOBUSTER.MYUKKE.0,Assets/Tracks/FULiAUTOBUSTER.MYUKKE.0/,Assets/Tracks/FULiAUTOBUSTER.MYUKKE.0/Illustration.jpg,phigros:trackpath=Assets/Tracks/FULiAUTOBUSTER.MYUKKE.0/,medium,FULiAUTOBUSTER,MYUKKE,0,regular-track,current-primary-illustration,Assets/Tracks/FULiAUTOBUSTER.MYUKKE.0/Illustration.jpg,0d2cbfbe2a9ea28349560fc8b5cef03d.bundle,assets/aa/Android/0d2cbfbe2a9ea28349560fc8b5cef03d.bundle,8824616777934336448,Illustration,2048,1080,Texture2D-decoded-RGB,d1399b7c3a84feada625011056c96b4ff1ffa63ad850b91882fba517603af3ad,d5336fe5bcd9c39e14fff311ef0203fb21e9badc23fefeda2cc24926210789bf,read,,Assets/Tracks/FULiAUTOBUSTER.MYUKKE.0/IllustrationBlur.jpg,6c9a44ddfb35b9a1cab69afcaf4b846c.bundle,assets/aa/Android/6c9a44ddfb35b9a1cab69afcaf4b846c.bundle,5881675482552017514,IllustrationBlur,256,135,Texture2D-decoded-RGB,5dad815c98ee2ecac4e72409065f5ad3ffc6f07d5f9154ca370ac015f634a8cc,fb3dc0ffa12bdc854faa23f2d3efc64ad4760aebeb9e718494e738f3e5f69e8f,read,,Assets/Tracks/FULiAUTOBUSTER.MYUKKE.0/IllustrationLowRes.jpg,20acc10841f12eaf77b7f5814e607457.bundle,assets/aa/Android/20acc10841f12eaf77b7f5814e607457.bundle,8478096064893245543,IllustrationLowRes,512,270,Texture2D-decoded-RGB,7d96fa4ea5e5c90816f7ed5cb5ff4f7e9623a564930d6d1db00f756598712a63,1b871dc0ed1b531c1a27ad31b0c923db1e70f0df8cfaff70edae3b99af577c22,read,,Assets/Tracks/FULiAUTOBUSTER.MYUKKE.0/music.wav,Assets/Tracks/FULiAUTOBUSTER.MYUKKE.0/Chart_EZ.json,structurally-nonempty,,Assets/Tracks/FULiAUTOBUSTER.MYUKKE.0/Chart_HD.json,structurally-nonempty,,Assets/Tracks/FULiAUTOBUSTER.MYUKKE.0/Chart_IN.json,structurally-nonempty,,,absent,,,absent,,
FULiAUTOSHOOTER.MYUKKE.0,Assets/Tracks/FULiAUTOSHOOTER.MYUKKE.0/,Assets/Tracks/FULiAUTOSHOOTER.MYUKKE.0/Illustration.jpg,phigros:trackpath=Assets/Tracks/FULiAUTOSHOOTER.MYUKKE.0/,medium,FULiAUTOSHOOTER,MYUKKE,0,regular-track,current-primary-illustration,Assets/Tracks/FULiAUTOSHOOTER.MYUKKE.0/Illustration.jpg,9edf7940135b7d4955ca4dec50725527.bundle,assets/aa/Android/9edf7940135b7d4955ca4dec50725527.bundle,-6623420232837709150,Illustration,2048,1080,Texture2D-decoded-RGB,a776e82a01813053e44ad4f24e2939c38de72b7545a237b7507f2de84a0d51f2,e183e86a0714da9c0a39fcc86b46e7370ba72b1c1fe692835d490e12f83756a1,read,,Assets/Tracks/FULiAUTOSHOOTER.MYUKKE.0/IllustrationBlur.jpg,957840148ecc74e6bf4a6e886bee8fa6.bundle,assets/aa/Android/957840148ecc74e6bf4a6e886bee8fa6.bundle,1203408473431582679,IllustrationBlur,256,135,Texture2D-decoded-RGB,82da5b15f395e4aa44ce977cc7c9b232355d42e2935619dea72a1f989825fbf2,5c5e39bc179121b976f3bf8540d6e290e123806ad64553f2dda7be565e908fc9,read,,Assets/Tracks/FULiAUTOSHOOTER.MYUKKE.0/IllustrationLowRes.jpg,893da6f408b3b0695bb27528acf9f58d.bundle,assets/aa/Android/893da6f408b3b0695bb27528acf9f58d.bundle,8910243487120023468,IllustrationLowRes,512,270,Texture2D-decoded-RGB,18ae2f0714ca49b6c2b90d2afe532561d18674558ce12a4f839c299f55bf1c07,bcea691cd802cd99967d5b6cdb8f0db3b4b8eaa723b4ee43d46876c95cb26a73,read,,Assets/Tracks/FULiAUTOSHOOTER.MYUKKE.0/music.wav,Assets/Tracks/FULiAUTOSHOOTER.MYUKKE.0/Chart_EZ.json,structurally-nonempty,,Assets/Tracks/FULiAUTOSHOOTER.MYUKKE.0/Chart_HD.json,structurally-nonempty,,Assets/Tracks/FULiAUTOSHOOTER.MYUKKE.0/Chart_IN.json,structurally-nonempty,,,absent,,,absent,,
Feast远东之宴.茶鸣拾贰律.0,Assets/Tracks/Feast远东之宴.茶鸣拾贰律.0/,Assets/Tracks/Feast远东之宴.茶鸣拾贰律.0/Illustration.jpg,phigros:trackpath=Assets/Tracks/Feast远东之宴.茶鸣拾贰律.0/,medium,Feast远东之宴,茶鸣拾贰律,0,regular-track,current-primary-illustration,Assets/Tracks/Feast远东之宴.茶鸣拾贰律.0/Illustration.jpg,5375b4cf1bde366cd0d2ac601676d745.bundle,assets/aa/Android/5375b4cf1bde366cd0d2ac601676d745.bundle,-4991041307086239328,Illustration,2048,1080,Texture2D-decoded-RGB,a8a68be0d1230903ddd520357ba2240a938f04fbfbef302370079884c3b2745c,83c0cb93dffb47d4d94eb25dadb525d4f29b93371d45f068f756b072ab9adb3e,read,,Assets/Tracks/Feast远东之宴.茶鸣拾贰律.0/IllustrationBlur.jpg,de64d075ba0e137ab39f7f4bf5d933cf.bundle,assets/aa/Android/de64d075ba0e137ab39f7f4bf5d933cf.bundle,-6191135896543364299,IllustrationBlur,256,135,Texture2D-decoded-RGB,3c32380a676d40a31ccd116c0be0bb65d2bfee6b4d2f13de84c69f7209bbef48,749f45b6695664b1176717468aa9e16d5c58e668e4361a6e74628224a2b52ea5,read,,Assets/Tracks/Feast远东之宴.茶鸣拾贰律.0/IllustrationLowRes.jpg,fcc7299d49bae134508229abd3caf85d.bundle,assets/aa/Android/fcc7299d49bae134508229abd3caf85d.bundle,-1599295356523749732,IllustrationLowRes,512,270,Texture2D-decoded-RGB,c6a8aae4f1032a477cbbc9d7e95ee869a954a287217af6ce87ba0ba826946b21,1983dd898a8e24b7a05e7eecec4a8961c123b4a4d55aed2b9ee1a1e4296cb5ef,read,,Assets/Tracks/Feast远东之宴.茶鸣拾贰律.0/music.wav,Assets/Tracks/Feast远东之宴.茶鸣拾贰律.0/Chart_EZ.json,structurally-nonempty,,Assets/Tracks/Feast远东之宴.茶鸣拾贰律.0/Chart_HD.json,structurally-nonempty,,Assets/Tracks/Feast远东之宴.茶鸣拾贰律.0/Chart_IN.json,structurally-nonempty,,,absent,,,absent,,
FinalStep.Lime.0,Assets/Tracks/FinalStep.Lime.0/,Assets/Tracks/FinalStep.Lime.0/Illustration.jpg,phigros:trackpath=Assets/Tracks/FinalStep.Lime.0/,medium,FinalStep,Lime,0,regular-track,current-primary-illustration,Assets/Tracks/FinalStep.Lime.0/Illustration.jpg,98895f3e52b941b19cc3ee871bbede61.bundle,assets/aa/Android/98895f3e52b941b19cc3ee871bbede61.bundle,4399575050923208155,Illustration,2048,1080,Texture2D-decoded-RGB,3b18f1b705b75aa9ab015959d990424d10466554be6a778d9eaa8c357f556866,694f70e3b7f04f675feea8519ec8552c8d42d28860ecd520b604e18bf791208e,read,,Assets/Tracks/FinalStep.Lime.0/IllustrationBlur.jpg,c664e6fa31dfa3b81a34c2fdc7c440bc.bundle,assets/aa/Android/c664e6fa31dfa3b81a34c2fdc7c440bc.bundle,7141660957446039206,IllustrationBlur,256,135,Texture2D-decoded-RGB,d180bc88426ad7b3cdd3d16a5d34550fa644fb087a4ddfb467c817acf948d06e,ceeb09ce9e695aff709bdb93ff33709fc2d7fec9739e12f97da2734009f0aa50,read,,Assets/Tracks/FinalStep.Lime.0/IllustrationLowRes.jpg,be9839c1cb51a203119b1004f4a1e9eb.bundle,assets/aa/Android/be9839c1cb51a203119b1004f4a1e9eb.bundle,1297558020300142567,IllustrationLowRes,512,270,Texture2D-decoded-RGB,c25815ae4805b0ef6eb1b55866dffb39f6606edf12a512d47e362018b5a5e3cb,9cf437a01684d88b59ab446af5abd2c71fc4f54764fddf4c247f0b8721ebf34f,read,,Assets/Tracks/FinalStep.Lime.0/music.wav,Assets/Tracks/FinalStep.Lime.0/Chart_EZ.json,structurally-nonempty,,Assets/Tracks/FinalStep.Lime.0/Chart_HD.json,structurally-nonempty,,Assets/Tracks/FinalStep.Lime.0/Chart_IN.json,structurally-nonempty,,,absent,,,absent,,
FindMe.Kforest.0,Assets/Tracks/FindMe.Kforest.0/,Assets/Tracks/FindMe.Kforest.0/Illustration.jpg,phigros:trackpath=Assets/Tracks/FindMe.Kforest.0/,medium,FindMe,Kforest,0,regular-track,current-primary-illustration,Assets/Tracks/FindMe.Kforest.0/Illustration.jpg,031851ae60b58e28f77bcb80c2953b39.bundle,assets/aa/Android/031851ae60b58e28f77bcb80c2953b39.bundle,-2172984592776827548,Illustration,2048,1080,Texture2D-decoded-RGB,1441f1199264186cdc8cc03b1f12a8c36923f25db262a4256f0e45f02034e396,ec941b9578f2caa5f61d1c2576753fe103192c44f6474eaee2dda866c41fef04,read,,Assets/Tracks/FindMe.Kforest.0/IllustrationBlur.jpg,a307a7c8bfeb3ad9a10d886ac2f91572.bundle,assets/aa/Android/a307a7c8bfeb3ad9a10d886ac2f91572.bundle,1734234145962067507,IllustrationBlur,256,135,Texture2D-decoded-RGB,3e4f2af29faf5333a24e28a9c65ab87dc17fd9a89a3f0374f151ac3fcc3e26e6,d88ad5bec9ece1aa25d7ff8c3c1f84c4a31932e9a7974b3639eae6d51228556a,read,,Assets/Tracks/FindMe.Kforest.0/IllustrationLowRes.jpg,41c5267b71223a32ebd1b003b409fe73.bundle,assets/aa/Android/41c5267b71223a32ebd1b003b409fe73.bundle,-7061932969380155402,IllustrationLowRes,512,270,Texture2D-decoded-RGB,758bd4f0a42bfaa1e725d52ba38a9b7617c901f73888081f6efd379232f2bc03,083f7fa183d47998a156f6fe103f8f7512783773772cfa2431b1eacb804daf68,read,,Assets/Tracks/FindMe.Kforest.0/music.wav,Assets/Tracks/FindMe.Kforest.0/Chart_EZ.json,structurally-nonempty,,Assets/Tracks/FindMe.Kforest.0/Chart_HD.json,structurally-nonempty,,Assets/Tracks/FindMe.Kforest.0/Chart_IN.json,structurally-nonempty,,,absent,,,absent,,
FixationsTowardtheStars.Foodbot.0,Assets/Tracks/FixationsTowardtheStars.Foodbot.0/,Assets/Tracks/FixationsTowardtheStars.Foodbot.0/Illustration.jpg,phigros:trackpath=Assets/Tracks/FixationsTowardtheStars.Foodbot.0/,medium,FixationsTowardtheStars,Foodbot,0,regular-track,current-primary-illustration,Assets/Tracks/FixationsTowardtheStars.Foodbot.0/Illustration.jpg,52be8dec471cc8260d8d6bbe5f3b19bf.bundle,assets/aa/Android/52be8dec471cc8260d8d6bbe5f3b19bf.bundle,6619403636366689038,Illustration,2048,1080,Texture2D-decoded-RGB,85a70e5cb87e4807f230a823de99660b846b92c1b9701e41c0b7c69e3df8bc38,6da8bf09f61c8a52ae2b2404483146e125dba18034c2d9d0b3d547f18c42cd9c,read,,Assets/Tracks/FixationsTowardtheStars.Foodbot.0/IllustrationBlur.jpg,498c66dd13c647f74c42e68041374093.bundle,assets/aa/Android/498c66dd13c647f74c42e68041374093.bundle,5895905767617927062,IllustrationBlur,256,135,Texture2D-decoded-RGB,73877ce96b9ec8a95ebb318a8b018a8bf80c6353f214ec545cc4f0b2945039c5,b3ac2327ec00a3981ad2ccbc6120c63c29bfb8fb19b63e88419dd6dcc87b0f5f,read,,Assets/Tracks/FixationsTowardtheStars.Foodbot.0/IllustrationLowRes.jpg,60465d5ad20084319623bc32ee0e5e3e.bundle,assets/aa/Android/60465d5ad20084319623bc32ee0e5e3e.bundle,-2949608955090782568,IllustrationLowRes,512,270,Texture2D-decoded-RGB,e3fd4c60e74c6dd3a591a5c97d4083529a206bce4b031a0501c01bdf89ed8fad,eb4666abe227d7181e82615316e33373cff2f3cbbf625b31fa9818dca3fb7231,read,,Assets/Tracks/FixationsTowardtheStars.Foodbot.0/music.wav,Assets/Tracks/FixationsTowardtheStars.Foodbot.0/Chart_EZ.json,structurally-nonempty,,Assets/Tracks/FixationsTowardtheStars.Foodbot.0/Chart_HD.json,structurally-nonempty,,Assets/Tracks/FixationsTowardtheStars.Foodbot.0/Chart_IN.json,structurally-nonempty,,,absent,,,absent,,
