catalogSha256,resourceId,game,resourceType,title,aliases,externalIdentities,metadata,relations,lifecycleStatus,variantId,variantKey,variantKind,variantDifficulty,variantSemanticStatus,variantMarkers,renditionIds,renditionCount,originalRenditionId,originalObjectId,originalSha256,originalMime,originalSizeBytes,originalWidth,originalHeight,originalObjectKey,originalDownloadFilename,upscaledRenditionId,upscaledObjectId,upscaledSha256,upscaledMime,upscaledSizeBytes,upscaledWidth,upscaledHeight,upscaledSourceRenditionId,upscaledGeneratedBy,sourceRelativePaths,declaredSourceRelativePaths,sourceFilenames,declaredSourceFilenames,sourceSha256,matchStatus,matchMethod,confidence,confidenceReason,evidence,matchedSemanticSlotKey,candidateSemanticSlotKeys,matchedSongId,matchedSongIdx,matchedTitle,matchedArtworkRole,matchedDifficultyClass,matchedApkPaths,pixelMAE,pixelThreshold,pixelMethod,decodedPixelEqual,normalizedRGBHashEqual,semanticStatus,semanticFlags,legacyEvidence,lastKnownVersion,currentArtworkMatchStatus,baseSongRelationStatus,baseSongId,baseSongRelationType,specialType,baseSongRelationEvidence
a5733ec270d4871fb1de5102e6576a91785594fc721c90d0238ea9a6e2301dc4,01a00092-4360-705a-93ce-7b846e671fd1,arcaea,jacket,Undying Macula_Ashrount_6.9_eclipse_IDX 491_BPM 63_SIDE 1_macula_conflict_a_undyingmacula,"[{""value"":""Undying Macula_Ashrount_6.9_eclipse_IDX 491_BPM 63_SIDE 1_macula_conflict_a_undyingmacula.jpg"",""kind"":""filename""}]",[],{},[],published,01a00092-4360-789e-83d4-db74bf7914db,default,default,,confirmed,"{""unresolved"":[]}",01a00092-4360-78d4-ae47-d02af78fc77c;01a00092-4360-7641-a32e-2e8184ee3b72;01a00092-4487-729e-ad0e-2e3d79308968;01a00092-4488-76a1-83d8-e7328bc244e4;01a00092-4489-7e19-829b-4b96e608f765,5,01a00092-4360-78d4-ae47-d02af78fc77c,sha256:c82078f268a4df77fef28eb2b303f96dce5bb393359c645460915047de6e62e7,c82078f268a4df77fef28eb2b303f96dce5bb393359c645460915047de6e62e7,image/jpeg,442097,768,768,objects/c82078f268a4df77fef28eb2b303f96dce5bb393359c645460915047de6e62e7/jpg,Undying Macula_Ashrount_6.9_eclipse_IDX 491_BPM 63_SIDE 1_macula_conflict_a_undyingmacula.jpg,01a00092-4360-7641-a32e-2e8184ee3b72,sha256:c37afd8700503d07dcbbaf6a7017be70b99d98dea3194982126509ffebc1feb3,c37afd8700503d07dcbbaf6a7017be70b99d98dea3194982126509ffebc1feb3,image/jpeg,3517559,3072,3072,01a00092-4360-78d4-ae47-d02af78fc77c,external-ai,E:\曲绘\Arcaea\曲绘\Undying Macula_Ashrount_6.9_eclipse_IDX 491_BPM 63_SIDE 1_macula_conflict_a_undyingmacula.jpg;E:\曲绘\Arcaea\曲绘（AI超分后）\Undying Macula_Ashrount_6.9_eclipse_IDX 491_BPM 63_SIDE 1_macula_conflict_a_undyingmacula.jpg_opt.jpg,Arcaea/曲绘/Undying Macula_Ashrount_6.9_eclipse_IDX 491_BPM 63_SIDE 1_macula_conflict_a_undyingmacula.jpg;Arcaea/曲绘（AI超分后）/Undying Macula_Ashrount_6.9_eclipse_IDX 491_BPM 63_SIDE 1_macula_conflict_a_undyingmacula.jpg_opt.jpg,Undying Macula_Ashrount_6.9_eclipse_IDX 491_BPM 63_SIDE 1_macula_conflict_a_undyingmacula.jpg;Undying Macula_Ashrount_6.9_eclipse_IDX 491_BPM 63_SIDE 1_macula_conflict_a_undyingmacula.jpg_opt.jpg,Undying Macula_Ashrount_6.9_eclipse_IDX 491_BPM 63_SIDE 1_macula_conflict_a_undyingmacula.jpg;Undying Macula_Ashrount_6.9_eclipse_IDX 491_BPM 63_SIDE 1_macula_conflict_a_undyingmacula.jpg_opt.jpg,c37afd8700503d07dcbbaf6a7017be70b99d98dea3194982126509ffebc1feb3;c82078f268a4df77fef28eb2b303f96dce5bb393359c645460915047de6e62e7,medium,structured-candidate-plus-pixel-candidate,medium,Structured candidate exists but pixel agreement is above the high-confidence threshold,legacy filename IDX=491 maps to songlist.idx; decoded RGB equality + RGB 64x64 normalized MAE; matched=assets/songs/dl_undyingmacula/1080_base.jpg; decodedEqual=false; MAE=7.154215,,arcaea:undyingmacula:default,,,,,,,7.154215,2.0,decoded RGB equality + RGB 64x64 normalized MAE,false,false,unresolved,,source exists under configured legacy root,,,,,,,
