sourcePath,sourceFile,unityVersion,pathId,name,difficulty,errorVariant,catalogKeys,formatVersion,offset,judgeLineCount,noteCount,bpms,textBytes,readError
assets/aa/Android/34266129cef90c6ee583dce80ab725e5.bundle,34266129cef90c6ee583dce80ab725e5.bundle,2022.3.62f2,-6443017918977526021,Chart_HD,HD,,65f220038e52a3c4cb30bc63d59a3367;Assets/Tracks/Palescreen.WyvernPfeatMadol.0/Chart_HD.json,3,0.0,10,772,173.0,942858,
assets/aa/Android/3437c925725cb9a40f1073c0658563a4.bundle,3437c925725cb9a40f1073c0658563a4.bundle,2022.3.62f2,3750975525473130120,Chart_EZ,EZ,,Assets/Tracks/Palescreen.WyvernPfeatMadol.0/Chart_EZ.json;bd54bcf0125862e4dafffa7d36675ae2,3,0.0,10,224,173.0,781024,
assets/aa/Android/346b750090bf0d340cd9e849974100d9.bundle,346b750090bf0d340cd9e849974100d9.bundle,2022.3.62f2,8391212981085607487,Chart_EZ,EZ,,2deb5af0bba8816428f073000d689779;Assets/Tracks/Devotion.Connexio.0/Chart_EZ.json,3,0.0,7,317,167.0,1084325,
assets/aa/Android/34dfb12c4943a33fa0d976670875842d.bundle,34dfb12c4943a33fa0d976670875842d.bundle,2022.3.62f2,3387058145057963955,Chart_HD,HD,,8def38c84e54c624cafce2b37e565447;Assets/Tracks/ClockParadox.WyvernP.0/Chart_HD.json,3,0.0,13,312,140.0,479464,
assets/aa/Android/35285b2f11376eeaf4c5815d5e481ab0.bundle,35285b2f11376eeaf4c5815d5e481ab0.bundle,2022.3.62f2,-8154665110668240793,Chart_IN,IN,,Assets/Tracks/ClockParadox.WyvernP.0/Chart_IN.json;e5f0608516d55454c9ac28df8f4c120c,3,0.0,23,520,140.0,2603457,
assets/aa/Android/35b8655574de7173c2bc643c04ed5570.bundle,35b8655574de7173c2bc643c04ed5570.bundle,2022.3.62f2,1638998384358007396,Chart_EZ,EZ,,978ae2f855f6c9942824fa3089afbfd9;Assets/Tracks/SATELLITE.かめりあ.0/Chart_EZ.json,3,0.0,24,345,150.0,6334817,
assets/aa/Android/35dc9a0642cbd415aa1824b4033c4038.bundle,35dc9a0642cbd415aa1824b4033c4038.bundle,2022.3.62f2,-7607871867720073104,Chart_IN,IN,,Assets/Tracks/Demiurge.Rabpit.0/Chart_IN.json;f71787ae1e7522d4d97f89fb9818d541,3,0.0,19,520,111.0;222.0,3920930,
assets/aa/Android/3617c892204a1003a81e8eabfc41d028.bundle,3617c892204a1003a81e8eabfc41d028.bundle,2022.3.62f2,2877602487876811444,Chart_HD,HD,,Assets/Tracks/MOBILYS.Dachs.0/Chart_HD.json;d66aad48a7979b34db851218d0661e02,3,0.0,4,530,144.0,308510,
assets/aa/Android/362012e642d3ccbae9b2cd5b58f460e8.bundle,362012e642d3ccbae9b2cd5b58f460e8.bundle,2022.3.62f2,-6678436209366070074,Chart_HD,HD,,482977e59ef60534e99af5e76d3f5077;Assets/Tracks/FinalStep.Lime.0/Chart_HD.json,3,0.0,5,604,180.0,568265,
assets/aa/Android/362b879692161666cf065bdb5e73d9fe.bundle,362b879692161666cf065bdb5e73d9fe.bundle,2022.3.62f2,4552442285677797397,Chart_AT,AT,,5c7752d5988fc864eaf91647a3c73d7d;Assets/Tracks/dBdoll.YUESTEVENuen.0/Chart_AT.json,3,0.0,21,377,128.0,1360214,
assets/aa/Android/367c4c8ed3e88a247772c4b958bbfe87.bundle,367c4c8ed3e88a247772c4b958bbfe87.bundle,2022.3.62f2,8936223802305667208,Chart_HD,HD,,9740e8996ba099049bd40af0ca92025c;Assets/Tracks/Originally.SNKSMizku.0/Chart_HD.json,3,0.0,11,453,200.0,1030724,
assets/aa/Android/369b67dc78bd62c23a4e0e962d32d92a.bundle,369b67dc78bd62c23a4e0e962d32d92a.bundle,2022.3.62f2,7651679253531467990,Chart_HD,HD,,Assets/Tracks/RainySeason.AbyssIdols.0/Chart_HD.json;ce178da7337ea0d408c9828563d7272a,3,0.0,5,594,188.0,662789,
assets/aa/Android/36c1cd2425f67bcbbdd1f1177b7c5739.bundle,36c1cd2425f67bcbbdd1f1177b7c5739.bundle,2022.3.62f2,1593016270513758856,Chart_IN,IN,,Assets/Tracks/FixationsTowardtheStars.Foodbot.0/Chart_IN.json;c8f0fbf6f8616c4418256ceeede468ac,3,0.0,24,835,150.0,6834224,
assets/aa/Android/37a090585f514d9a2d1e586f2d8a777a.bundle,37a090585f514d9a2d1e586f2d8a777a.bundle,2022.3.62f2,7246050476829126389,Chart_EZ,EZ,,Assets/Tracks/Retribution.nmyKryexe.0/Chart_EZ.json;e0abe33207a2dfd4e824de132735a9bc,3,0.0,22,555,190.0,1569596,
assets/aa/Android/37b70fc34bc211b3cd2f9213518dff97.bundle,37b70fc34bc211b3cd2f9213518dff97.bundle,2022.3.62f2,-5298401821558505772,Chart_EZ,EZ,,803dad2e9a0972c41a3fd4018b392908;Assets/Tracks/BANGINGSTRIKE.DewPleiades.0/Chart_EZ.json,3,0.0,18,371,234.0,2018801,
assets/aa/Android/3868286731e49683a8b0f5751f28f305.bundle,3868286731e49683a8b0f5751f28f305.bundle,2022.3.62f2,6474449688644630155,Chart_EZ,EZ,,99722866fb0366c408a3521223d1ad15;Assets/Tracks/DropIt.Asuka.0/Chart_EZ.json,3,0.0,1,505,126.0,63282,
assets/aa/Android/395143cde75f2c65e74f4b7b43bcb7d2.bundle,395143cde75f2c65e74f4b7b43bcb7d2.bundle,2022.3.62f2,-401584455337682574,Chart_HD,HD,,3eb513d96a8ee5b40baa3b184294fb12;Assets/Tracks/游园地.椒盐菠萝.0/Chart_HD.json,3,0.0,24,444,128.0,1063453,
assets/aa/Android/39af317fcab98c195bfe12fea4c60712.bundle,39af317fcab98c195bfe12fea4c60712.bundle,2022.3.62f2,-5843468044314707670,Chart_EZ,EZ,,Assets/Tracks/开心病.闫东炜.0/Chart_EZ.json;a174ea524370f46bbbbce75a6074d775,3,0.0,11,399,131.0,588010,
assets/aa/Android/3a3f36a20a8f9fb693f3c197a17d4693.bundle,3a3f36a20a8f9fb693f3c197a17d4693.bundle,2022.3.62f2,1595772142072760606,Chart_HD,HD,,3eaad5f2c7235e54a92109c9e24b5ac5;Assets/Tracks/Upshift.Iriss-Frantzz.0/Chart_HD.json,3,0.0,24,545,155.0,1461869,
assets/aa/Android/3a8c705c2869eb2ce84c16e5bed1889c.bundle,3a8c705c2869eb2ce84c16e5bed1889c.bundle,2022.3.62f2,871115659838420886,Chart_IN,IN,,Assets/Tracks/Cleyera.Riya.0/Chart_IN.json;c656f04ebee756848ad2c53889bd4295,3,0.0,24,777,191.0,7622009,
assets/aa/Android/3b29f802f25071179888d8c133e3ee9d.bundle,3b29f802f25071179888d8c133e3ee9d.bundle,2022.3.62f2,4025905333322515440,Chart_EZ,EZ,,Assets/Tracks/Ark.kanoryo.0/Chart_EZ.json;aeb564e9b5c152e4a8ee0cf9722449bb,3,0.0,6,290,180.0,608476,
assets/aa/Android/3b4b27fcf2663ddf76ff4674594e36d2.bundle,3b4b27fcf2663ddf76ff4674594e36d2.bundle,2022.3.62f2,-7434081300344365216,Chart_HD,HD,,Assets/Tracks/Igallta.SeURa.0/Chart_HD.json;bcd31a0f226548d4f9afa1f5439c4303,3,0.0,4,601,230.0,530309,
assets/aa/Android/3b5dc6c2f5f7c9f8fba83d135260ce61.bundle,3b5dc6c2f5f7c9f8fba83d135260ce61.bundle,2022.3.62f2,-5656607419081211285,Chart_EZ,EZ,,8467f09269445b44ba259e28b660c292;Assets/Tracks/Schadenfreude.ZxNX.0/Chart_EZ.json,3,0.0,11,351,198.0,1123100,
assets/aa/Android/3b679c7e978b7b62775b415759af05fd.bundle,3b679c7e978b7b62775b415759af05fd.bundle,2022.3.62f2,-4924945611027089202,Chart_EZ,EZ,,98d8270e084656142a54d7c58b0a49d5;Assets/Tracks/盏茗.茶鸣拾贰律.0/Chart_EZ.json,3,0.0,22,83,131.0,218613,
assets/aa/Android/3b8db3adb809c503763078fd826946ce.bundle,3b8db3adb809c503763078fd826946ce.bundle,2022.3.62f2,4553585223763216934,Chart_HD,HD,,82815dadcd29b5f4fa2525436b231593;Assets/Tracks/Random.SobremSilentroom.6/Chart_HD.json,3,0.0,27,601,132.0,1478306,
assets/aa/Android/3bac9ca50a624fbb2adcd688dd6bb570.bundle,3bac9ca50a624fbb2adcd688dd6bb570.bundle,2022.3.62f2,-2838496594829679473,Chart_HD,HD,,876ffabc5e23bb446b3405386c66664a;Assets/Tracks/ChronosCollapseLaCampanella.SunsetRay.0/Chart_HD.json,3,0.0,5,773,180.0,743564,
assets/aa/Android/3bc450d6de7efed65ac72611a15a17bd.bundle,3bc450d6de7efed65ac72611a15a17bd.bundle,2022.3.62f2,-7010732931437109823,Chart_HD,HD,,25df07d72322729499de10be31a3c179;Assets/Tracks/Lyrith迷宮リリス.ユメミド.0/Chart_HD.json,3,0.0,2,700,177.0,327136,
assets/aa/Android/3be54b8cbe28f10f990ea5d131656c7b.bundle,3be54b8cbe28f10f990ea5d131656c7b.bundle,2022.3.62f2,873363631301339992,Chart_EZ,EZ,,5ac05f391e9fb214cbcd6dfe4f3f10a8;Assets/Tracks/PoisonANDORAffection.LeaF.0/Chart_EZ.json,3,0.0,6,140,120.0,597117,
assets/aa/Android/3c1f87ccb5105dc34481e88b702df640.bundle,3c1f87ccb5105dc34481e88b702df640.bundle,2022.3.62f2,-6367399000608743276,Chart_EZ,EZ,,1680cff5dd6d89b4e95d79b37b8d36b7;Assets/Tracks/Trojan.litmus.0/Chart_EZ.json,3,0.0,6,345,128.0,1512424,
assets/aa/Android/3c603fecf4d073b97f59b8c0b896ac2d.bundle,3c603fecf4d073b97f59b8c0b896ac2d.bundle,2022.3.62f2,-5277863993862828448,Chart_HD,HD,,Assets/Tracks/DistortedFate.Sakuzyo.0/Chart_HD.json;a6f90ec26f4f44344b4586b7a7733ce2,3,0.0,24,970,150.0,5366388,
assets/aa/Android/3cb5da582416fc3914f32ec8e05cba79.bundle,3cb5da582416fc3914f32ec8e05cba79.bundle,2022.3.62f2,-2725616262660446665,Chart_HD,HD,,Assets/Tracks/光.姜米條.0/Chart_HD.json;d5e6c04754274584a97fcfbf93e7f374,3,0.0,24,315,180.0,288322,
assets/aa/Android/3cd0b04f3e3fda7da14dbb6e2cdd69b8.bundle,3cd0b04f3e3fda7da14dbb6e2cdd69b8.bundle,2022.3.62f2,-8209673518250048514,Chart_HD,HD,,Assets/Tracks/ColorfulDays.P4koofeatつゆり花鈴.0/Chart_HD.json;edbcbcab41f2b4f4499d923462add8cf,3,0.0,1,186,136.0,173669,
assets/aa/Android/3cd760c0257de8a262d98e6e3752f4b4.bundle,3cd760c0257de8a262d98e6e3752f4b4.bundle,2022.3.62f2,-3500646888743971026,Chart_EZ,EZ,,6fcf15c0facafc34c8ed432c46e0251d;Assets/Tracks/BrokenSky.JungoMAX3feat刘佳宜Snow幻影刃shadow.0/Chart_EZ.json,3,0.0,5,169,130.0,666982,
assets/aa/Android/3d3a230cd542890d283fccf5e1d3707e.bundle,3d3a230cd542890d283fccf5e1d3707e.bundle,2022.3.62f2,-6860360419968289723,Chart_EZ,EZ,,0fe6fdbd32423bc48b4bd4f914c14c71;Assets/Tracks/Re_NascencePsystyleVer.Rinth_live.0/Chart_EZ.json,3,0.0,20,378,150.0,2429192,
assets/aa/Android/3d4e3f75f8d36985696e6ab935ca68f8.bundle,3d4e3f75f8d36985696e6ab935ca68f8.bundle,2022.3.62f2,-8765626885902035164,Chart_EZ,EZ,,3cdb416b5b14b4e0d980a3928e672653;Assets/Tracks/mechanted.rareguy.0/Chart_EZ.json,1,0.0,2,184,172.0,133989,
assets/aa/Android/3d56a6cfecd143786e3ac1eaa11f2c2c.bundle,3d56a6cfecd143786e3ac1eaa11f2c2c.bundle,2022.3.62f2,-4678420112382320826,Chart_AT,AT,,359929d73c01b5c4f86b4e233d2fd6c5;Assets/Tracks/BANGINGSTRIKE.DewPleiades.0/Chart_AT.json,3,0.0,24,1677,234.0,7696981,
assets/aa/Android/3d7cefedf292429c8fc2914e711ce713.bundle,3d7cefedf292429c8fc2914e711ce713.bundle,2022.3.62f2,-1613413955713249298,Chart_HD,HD,,85a72176b686eca44bcc592cf9d53066;Assets/Tracks/ATHAZA.LeaF.0/Chart_HD.json,3,0.0,20,662,280.0,5206048,
assets/aa/Android/3dc856516edf7b8c8f7efb1c7ffc65bb.bundle,3dc856516edf7b8c8f7efb1c7ffc65bb.bundle,2022.3.62f2,-6571373957515301567,Chart_IN,IN,,5e619d8eb2813c242afd8e0edb5fe972;Assets/Tracks/月詠に鳴る.Feryquitousfeat藍月なくる.0/Chart_IN.json,3,0.0,24,858,180.0,5772938,
assets/aa/Android/3e205a07b5594b3c483b61a17c80b71d.bundle,3e205a07b5594b3c483b61a17c80b71d.bundle,2022.3.62f2,3695754046327570900,Chart_IN,IN,,0fb51e64c9474214fb99ea1db04ee3ea;Assets/Tracks/CrushBETA.shadow_bling.0/Chart_IN.json,3,0.0,23,977,200.0,3767341,
assets/aa/Android/3e7d255112ef48b54d00a114fee42ffb.bundle,3e7d255112ef48b54d00a114fee42ffb.bundle,2022.3.62f2,-4668324069867502189,Chart_HD,HD,,452f0438338c0a748ae8834754088fb5;Assets/Tracks/心之所向.姜米條.0/Chart_HD.json,3,0.0,4,422,180.0,1895685,
assets/aa/Android/3e813b834f2867e0f3f4356c3637f78f.bundle,3e813b834f2867e0f3f4356c3637f78f.bundle,2022.3.62f2,-5691373330197780879,Chart_IN,IN,,Assets/Tracks/KirakiraNoelStory.RekuMochizuki.0/Chart_IN.json;e773dd06c40cb164285619c69f977e7b,3,0.0,24,935,180.0,5896691,
assets/aa/Android/3ebdf804df8b3eda1613b6d02ce50019.bundle,3ebdf804df8b3eda1613b6d02ce50019.bundle,2022.3.62f2,5111331643270116432,Chart_HD,HD,,3233d4e4895ff61408fee8607c65d51f;Assets/Tracks/ぱぴぷぴぷぴぱ.ころねぽちWith立秋.0/Chart_HD.json,3,0.0,11,1290,200.0,1599787,
assets/aa/Android/3ed9b5b27cef61ee9535b054a106dacc.bundle,3ed9b5b27cef61ee9535b054a106dacc.bundle,2022.3.62f2,-5593079361190259279,Chart_IN,IN,,Assets/Tracks/StardustRAY.kanonevsBlackY.0/Chart_IN.json;a1217ce5181d28f44a02d4df1c377cac,3,0.0,24,1392,164.0,9568874,
assets/aa/Android/3ee2ee6d88a6877b4b033b420f25c0c4.bundle,3ee2ee6d88a6877b4b033b420f25c0c4.bundle,2022.3.62f2,5662735044698891525,Chart_IN,IN,,196050537bd9dd54bb62c3859fd6be7b;Assets/Tracks/bye.DingerBox.0/Chart_IN.json,3,0.0,24,725,160.0,7214641,
assets/aa/Android/3f31ddd7fd4f94889473018da62efc98.bundle,3f31ddd7fd4f94889473018da62efc98.bundle,2022.3.62f2,6580996955625401067,Chart_EZ,EZ,,53fe10015cf5a904396147e984427602;Assets/Tracks/Random.SobremSilentroom.6/Chart_EZ.json,3,0.0,24,281,132.0,2068941,
assets/aa/Android/3f3c531e911d1ff1a896cbadf0138a92.bundle,3f3c531e911d1ff1a896cbadf0138a92.bundle,2022.3.62f2,1815900626440413777,Chart_HD,HD,,Assets/Tracks/Credits.Frums.0/Chart_HD.json;e4f5d7e911b50b240bad8ed789f80899,1,0.0,3,355,179.0,60141,
assets/aa/Android/3fadb98fc06c4f9b52caa8ff9ca1879d.bundle,3fadb98fc06c4f9b52caa8ff9ca1879d.bundle,2022.3.62f2,287858918411338194,Chart_IN,IN,,97622335323874f40858817adb8d0b27;Assets/Tracks/Palescreen.WyvernPfeatMadol.0/Chart_IN.json,3,0.0,10,1059,173.0,1703377,
assets/aa/Android/3ff0b5521862ee0952145e8f7fe399e9.bundle,3ff0b5521862ee0952145e8f7fe399e9.bundle,2022.3.62f2,-7055310794987752419,Chart_AT,AT,,9944b5b606cb0174ca54747af75c3474;Assets/Tracks/玩具狂奏曲終焉.きくお.0/Chart_AT.json,3,0.0,24,1374,130.0,8029369,
assets/aa/Android/4013638eefb8186869a6f9c1f6fe5b75.bundle,4013638eefb8186869a6f9c1f6fe5b75.bundle,2022.3.62f2,-7122876370183553945,Chart_IN,IN,,66642e3c939d62a468c8d8fa84083ef5;Assets/Tracks/Komplexe.雄之助featSennzai.0/Chart_IN.json,3,0.0,23,1051,165.0,7341875,
assets/aa/Android/40378874c571d6ac0e1efe1e49ca182a.bundle,40378874c571d6ac0e1efe1e49ca182a.bundle,2022.3.62f2,7297921863201621475,Chart_EZ,EZ,,9f0a471505ea44841b4f3821eeb64213;Assets/Tracks/蝎虎天体Lacertid.CreamvsDaily天利.0/Chart_EZ.json,3,0.0,10,273,220.0,2525494,
assets/aa/Android/4092122c7ce31bcb48e4605dc921de30.bundle,4092122c7ce31bcb48e4605dc921de30.bundle,2022.3.62f2,5959097562472714797,Chart_EZ,EZ,,9c55bfbbb3837403a836c6fd1faf6cdf;Assets/Tracks/CervelleConnexion.SCTL.0/Chart_EZ.json,3,0.0,5,301,142.0,247780,
assets/aa/Android/418803f7802f9422d6b443b5ed81cdeb.bundle,418803f7802f9422d6b443b5ed81cdeb.bundle,2022.3.62f2,-8574987958059440994,Chart_IN,IN,,Assets/Tracks/Glaciaxion.SunsetRay.0/Chart_IN.json;a27a2385f3b5cc149b3744f02fda716e,3,0.0,20,729,140.0,1098319,
assets/aa/Android/41d953583609573adf9864c4fa7c290d.bundle,41d953583609573adf9864c4fa7c290d.bundle,2022.3.62f2,-7285539769417527984,Chart_HD,HD,,43edb7b7ad469084c931730157eb1e7d;Assets/Tracks/LuminousEntitiesLostHeart.NormalMfeatUsagiDenki.0/Chart_HD.json,3,0.0,14,461,200.0,1537515,
assets/aa/Android/422c3d45e5776fad4768aa6aba6ff695.bundle,422c3d45e5776fad4768aa6aba6ff695.bundle,2022.3.62f2,2927066036472773482,Chart_IN,IN,,Assets/Tracks/iLArtifact.Link0.0/Chart_IN.json;dcada8e795be6614e84bb3158f21145c,3,0.0,24,1279,184.0,8080385,
assets/aa/Android/4281c6c0078802d258bb3090ae34da20.bundle,4281c6c0078802d258bb3090ae34da20.bundle,2022.3.62f2,-7157235586390238869,Chart_HD,HD,,8259e61bafae7b541a37eca4b7d6c45a;Assets/Tracks/BraveNotes.TurquoiseDRIVENota.0/Chart_HD.json,3,0.0,15,442,192.0,1230834,
assets/aa/Android/42cc45d036f70e565d444384375d6e48.bundle,42cc45d036f70e565d444384375d6e48.bundle,2022.3.62f2,-6177054521700470866,Chart_EZ,EZ,,3c28a00ce7929e949bfdab5f6b49ea10;Assets/Tracks/心之所向.姜米條.0/Chart_EZ.json,3,0.0,5,226,180.0,1146966,
assets/aa/Android/43110a411f0b92bd5ee5d4f6f54094bc.bundle,43110a411f0b92bd5ee5d4f6f54094bc.bundle,2022.3.62f2,-5102076185491407982,Chart_IN,IN,,99d0a4ecb6d358e41b9ee393059d61f3;Assets/Tracks/Lyrith迷宮リリス.ユメミド.0/Chart_IN.json,3,0.0,24,1267,177.0,5712176,
assets/aa/Android/4327a0e7e560abab2286ffa3a6303d86.bundle,4327a0e7e560abab2286ffa3a6303d86.bundle,2022.3.62f2,4947264151689580489,Chart_EZ,EZ,,Assets/Tracks/InfinityHeaven.HyuN.0/Chart_EZ.json;b94d662a6f08d40ad9ed63c15c169c2e,3,0.0,1,164,160.0,23413,
assets/aa/Android/43ffbb56729cfc94ec062b9134acd690.bundle,43ffbb56729cfc94ec062b9134acd690.bundle,2022.3.62f2,-3915583392202964657,Chart_HD,HD,,11035f5099ad0468eb053fd8c019bb7b;Assets/Tracks/SultanRage.MonstDeath.0/Chart_HD.json,3,0.0,10,334,155.0,64765,
assets/aa/Android/440e2393e3a639fd5007f7af8a3a62a1.bundle,440e2393e3a639fd5007f7af8a3a62a1.bundle,2022.3.62f2,-6451926159713671081,Chart_EZ,EZ,,Assets/Tracks/彼方へ名もなき海辺より.打打だいず&月乃.0/Chart_EZ.json;a87e36e7f4965c14f90a809a8938c03b,3,0.0,19,217,185.0,4839550,
assets/aa/Android/445d4e544932f89eeeb5268836f98524.bundle,445d4e544932f89eeeb5268836f98524.bundle,2022.3.62f2,-8027034957266590445,Chart_HD,HD,,2ae4ad37a5a233d4ca0530dae6e47863;Assets/Tracks/Rrharil.TeamGrimoire.0/Chart_HD.json,3,0.0,6,700,190.0,1220333,
assets/aa/Android/44719f0ef4193c1114294b012d337cea.bundle,44719f0ef4193c1114294b012d337cea.bundle,2022.3.62f2,6023839419156230463,Chart_EZ,EZ,,732f72f8d2fed0f47ac762e2d50c43b2;Assets/Tracks/Cthugha.USAO.0/Chart_EZ.json,3,0.0,8,378,213.0,896718,
assets/aa/Android/44e042d28477c42be13dcfb1b0fd5466.bundle,44e042d28477c42be13dcfb1b0fd5466.bundle,2022.3.62f2,-7828618146080900419,Chart_EZ,EZ,,4d109add3f388234ab20ac7f8faf57b2;Assets/Tracks/白と黒のバケモノ.テヅカ.0/Chart_EZ.json,3,0.0,8,231,205.0,888787,
assets/aa/Android/45050edd12824a67a8dda40fe5c1cca8.bundle,45050edd12824a67a8dda40fe5c1cca8.bundle,2022.3.62f2,-1065350856393154337,Chart_HD,HD,,80386f8a1f151cb4796c7c2907a8b343;Assets/Tracks/Eltaw.Fl00t.0/Chart_HD.json,3,0.0,2,608,193.0,321802,
assets/aa/Android/4545620c7de8efbb0f236e5676ce811a.bundle,4545620c7de8efbb0f236e5676ce811a.bundle,2022.3.62f2,3798626991768850832,Chart_HD,HD,,Assets/Tracks/YouaretheMiserable.tpazolite.0/Chart_HD.json;f6cef8204b14ad64580491ad63a19aab,3,0.0,8,762,163.0,1357406,
assets/aa/Android/454a443ba2ba63f711ec5f7fb7dd3012.bundle,454a443ba2ba63f711ec5f7fb7dd3012.bundle,2022.3.62f2,4746072476301572124,Chart_HD,HD,,2ec177ac84fe5184aa8d3112e1717499;Assets/Tracks/DiamondDust.MasahiroGodspeedAoki.0/Chart_HD.json,3,0.0,24,646,200.0,5406995,
assets/aa/Android/45514a354387df84ede07a9095ef0270.bundle,45514a354387df84ede07a9095ef0270.bundle,2022.3.62f2,-449602205692754014,Chart_EZ,EZ,,Assets/Tracks/StardustRAY.kanonevsBlackY.0/Chart_EZ.json;bab6226d59424cf4ba416a97cc695614,3,0.0,22,399,164.0,1397642,
assets/aa/Android/45716891a4e0632056b4ae90dad77ede.bundle,45716891a4e0632056b4ae90dad77ede.bundle,2022.3.62f2,3842979152582895971,Chart_HD,HD,,Assets/Tracks/Hydra.JamesLandinoXAkiraComplex.0/Chart_HD.json;bb10e258a5671014c806aa8a3670220c,3,0.0,24,723,160.0,5312838,
assets/aa/Android/45a9fcdd09775786497def5c2a941f01.bundle,45a9fcdd09775786497def5c2a941f01.bundle,2022.3.62f2,-2247427443845843645,Chart_IN,IN,,Assets/Tracks/DerRichter.Ωμεγα.0/Chart_IN.json;dd1525c2369f57146baa93241d057a24,3,0.0,17,1149,192.0,2110101,
assets/aa/Android/45b0634a16e6d2b939a554048e023e22.bundle,45b0634a16e6d2b939a554048e023e22.bundle,2022.3.62f2,4062273538091213614,Chart_IN,IN,,45872b582a55e0243ac64ae09120440b;Assets/Tracks/energytrixxx.KAH.0/Chart_IN.json,3,0.0,24,930,160.0,3155120,
assets/aa/Android/45d26b5b9328e5d658a72171ce57b404.bundle,45d26b5b9328e5d658a72171ce57b404.bundle,2022.3.62f2,6371227974113463429,Chart_HD,HD,,Assets/Tracks/Trojan.litmus.0/Chart_HD.json;e4838e2a7a03e7b428a755f8e81402ff,3,0.0,8,741,128.0,1448811,
assets/aa/Android/45e1d3378786cbef3db20b37267d2592.bundle,45e1d3378786cbef3db20b37267d2592.bundle,2022.3.62f2,-6915486818123700393,Chart_EZ,EZ,,2babc0bc28ce648848bd7c16cc46f890;Assets/Tracks/SURREALISM.Itsuki.0/Chart_EZ.json,3,0.0,9,338,180.0,1507571,
assets/aa/Android/469242611d1c64a084ba2a84c5574e3b.bundle,469242611d1c64a084ba2a84c5574e3b.bundle,2022.3.62f2,7504447607068419277,Chart_IN,IN,,2a689f549da30d74da9b160255996bda;Assets/Tracks/Shelter.MeatyRabbitNceS.0/Chart_IN.json,3,0.0,21,696,170.0,8383182,
assets/aa/Android/47ab190c5f0c443551d9873f8598a7a9.bundle,47ab190c5f0c443551d9873f8598a7a9.bundle,2022.3.62f2,-9108931194637256124,Chart_EZ,EZ,,28144cfc3c378ec4dae7108f49685f4d;Assets/Tracks/Rebirth.ああああ.0/Chart_EZ.json,3,0.0,24,320,196.0,4055279,
assets/aa/Android/47f870e5e23d8b3a3241955340d7fae3.bundle,47f870e5e23d8b3a3241955340d7fae3.bundle,2022.3.62f2,359603498529162412,Chart_IN,IN,,Assets/Tracks/DiamondDust.MasahiroGodspeedAoki.0/Chart_IN.json;cfcfb4b9e4518fb47b9be9ccfb34d8eb,3,0.0,24,986,200.0,3399040,
assets/aa/Android/489056ae27c6b080b95aede1b9586971.bundle,489056ae27c6b080b95aede1b9586971.bundle,2022.3.62f2,-4430995071620022135,Chart_HD,HD,,Assets/Tracks/cryout.JuE.0/Chart_HD.json;c8148587f1378464db3e2ab2f812d628,1,0.0,2,529,180.0,76411,
assets/aa/Android/48ac39cbc097e9d2c9a49cc3b83b4db2.bundle,48ac39cbc097e9d2c9a49cc3b83b4db2.bundle,2022.3.62f2,7993885206552445174,Chart_IN,IN,,0f458b186e94d2c4eb5d08b0e27ec864;Assets/Tracks/QZKagoRequiem.tpazolite.0/Chart_IN.json,3,0.0,24,1259,257.0,5308572,
assets/aa/Android/48bfe7b3fcd36936670d1cf85652dd9f.bundle,48bfe7b3fcd36936670d1cf85652dd9f.bundle,2022.3.62f2,5784693329707563359,Chart_EZ,EZ,,0bba62d8bc606914c98be03ba6891443;Assets/Tracks/青丘.BLACK0.0/Chart_EZ.json,3,0.0,7,284,180.0,208219,
assets/aa/Android/48d2fa553c7ee814257c475bc49bea44.bundle,48d2fa553c7ee814257c475bc49bea44.bundle,2022.3.62f2,-322090512880964374,Chart_HD,HD,,1314094324fbb0141813a2de265359db;Assets/Tracks/TheWholeRest.KIVΛ.0/Chart_HD.json,3,0.0,24,484,157.0,5220251,
assets/aa/Android/48f22086b2a0b990d6582851f3dde536.bundle,48f22086b2a0b990d6582851f3dde536.bundle,2022.3.62f2,-5282529861859473216,Chart_EZ,EZ,,Assets/Tracks/Starduster.Quree.0/Chart_EZ.json;a6762116e7c7ea645a7851d96be9370f,3,0.0,4,280,110.0,634809,
assets/aa/Android/48f5f93c0182dcd3172cff15f3268851.bundle,48f5f93c0182dcd3172cff15f3268851.bundle,2022.3.62f2,-8651151867389014428,Chart_HD,HD,,1e3cd5eaa8c2f354ba27d67ed5854837;Assets/Tracks/Bloom.targ麻团qwq.0/Chart_HD.json,3,0.0,18,724,150.0,1372825,
assets/aa/Android/490aa1156c58019182836223ba8835a3.bundle,490aa1156c58019182836223ba8835a3.bundle,2022.3.62f2,6572380638220331586,Chart_HD,HD,,4f4bdb95bbe9df445bd313cc0f33bcbd;Assets/Tracks/Protoflicker.Silentroom.0/Chart_HD.json,3,0.0,16,511,140.0,3188715,
assets/aa/Android/491f2a75dfc8cf39952dbb19ec51cbe7.bundle,491f2a75dfc8cf39952dbb19ec51cbe7.bundle,2022.3.62f2,-1794472888423275946,Chart_EZ,EZ,,3b18b84411f38d2478336ba66b6a325d;Assets/Tracks/DiamondEyes.SYNTHETIC.0/Chart_EZ.json,3,0.0,4,340,140.0,1446543,
