chapterOrder,chapterCode,banner,songOrder,songsId,songsKey,songsName,composer,category,unlockType,secretType,levels,difficulty,illustrator,charter
10,SideStory4,Side story 4,6,ATHAZA.LeaF.0,ATHAZA,ATHAZA,LeaF,sideStorySongs,0,0,EZ|HD|IN|AT,8.6|12.9|15.7|16.6,御坂果子,LDAJOY&PLEASANT ^V^ LDA|ANGER&SORROW >^< LDA|Affection&memories \\// Salt & Simon_Axis|FORGET :: CLUTTER
11,Cytus2,CYTUS II,1,TheWholeRest.KIVΛ.0,The Whole Rest,The Whole Rest,KIVΛ,extraSongs,0,0,EZ|HD|IN|AT,5.0|9.9|13.6|0.0,©2025 Rayark Inc. CYTUS II®,Salt|¯EASY|Uvernight from CYTUS II|
11,Cytus2,CYTUS II,2,Cristalisia.onoken.0,Cristalisia,Cristalisia,onoken,extraSongs,0,0,EZ|HD|IN|AT,4.0|10.4|14.4|0.0,©2025 Rayark Inc. CYTUS II®,Skuwo|Skuwo|Salt|
11,Cytus2,CYTUS II,3,Hydra.JamesLandinoXAkiraComplex.0,Hydra,Hydra,James Landino X Akira Complex,extraSongs,0,0,EZ|HD|IN|AT,6.0|11.6|15.4|17.1,©2025 Rayark Inc. CYTUS II®,COC|COC|Su1fuR|[该用户已被禁言]
11,Cytus2,CYTUS II,4,Alb.Avans.0,Alb,Alb,Avans,extraSongs,0,0,EZ|HD|IN|AT,3.5|8.9|14.7|0.0,©2026 Rayark Inc. CYTUS II®,Likey|Ary|Ary|
11,Cytus2,CYTUS II,5,Incyde.YbeLL.0,Incyde,Incyde,YbeLL,extraSongs,0,0,EZ|HD|IN|AT,7.0|12.1|16.2|0.0,©2026 Rayark Inc. CYTUS II®,【梦之起始】爬爬 vs. 盐|E00200|Magazet wanders within StR-1|
11,Cytus2,CYTUS II,6,彩.MisoilePunch.0,彩,彩,MisoilePunch♪,extraSongs,0,0,EZ|HD|IN|AT,6.0|12.5|16.4|0.0,©2026 Rayark Inc. CYTUS II®,爬爬|凛|OPCII_0584_X|
12,Liminality,Liminality,1,Xepion.Acotto.0,Xep+ion,Xep+ion,Acotto,extraSongs,0,0,EZ|HD|IN|AT,2.5|9.8|14.8|0.0,クルス (Ctymax modified),Su1fuR|professional Rikko|Su1fuRikko|
12,Liminality,Liminality,2,Archidoxen.Se_IRA.0,Archidoxen,Archidoxen,Se_IRA,extraSongs,0,0,EZ|HD|IN|AT,4.0|10.0|15.6|16.9,n/a (Ctymax modified),"Rft.|Rft.|Rft.|artifact::<0x04, 0x53, 0x12>"
12,Liminality,Liminality,3,百鬼夜行.SaladSavior.0,百鬼֎夜行,百鬼֎夜行,Salad Savior,extraSongs,0,0,EZ|HD|IN|AT,4.5|10.1|15.8|0.0,軽目くお (Ctymax modified),Magazet|Magazet|～Algax vs. RipHall～|
12,Liminality,Liminality,4,DevastatingHistory.NAMV.0,Devastating History,Devastating History,NAMV,extraSongs,0,0,EZ|HD|IN|AT,6.0|11.8|15.5|0.0,わせ (Ctymax modified),Algax|Algax|T∆TIØN|
13,Maimai,maimai,1,アンビバレンス.すりぃ相沢.0,アンビバレンス,アンビバレンス,すりぃ×相沢,extraSongs,0,0,EZ|HD|IN|AT,3.5|8.7|14.2|0.0,SEGA (祈莲 modified),XMT小咩兔|XMT小咩兔|弧光 With Opposition|
13,Maimai,maimai,2,Komplexe.雄之助featSennzai.0,Komplexe,Komplexe,雄之助 feat. Sennzai,extraSongs,0,0,EZ|HD|IN|AT,4.0|9.6|14.3|0.0,SEGA (祈莲 modified),Helabot|右果_Ary|Likey|
13,Maimai,maimai,3,slips.rintarosoma.0,sølips,sølips,rintaro soma,extraSongs,0,0,EZ|HD|IN|AT,7.5|12.8|16.0|16.8,SEGA (祈莲 modified),Helabot|Salt|St2.1GHz -Før The Pigeons-|ø
13,Maimai,maimai,4,QZKagoRequiem.tpazolite.0,QZKago Requiem,QZKago Requiem,t+pazolite,extraSongs,0,0,EZ|HD|IN|AT,7.0|13.3|16.3|17.4,SEGA (祈莲 modified),-|Rikko EXPERT Life:999|Gausbon|Salt feat. M3ow
14,Ongeki,オンゲキ,1,Radiance.Nhato.0,Radiance,Radiance,Nhato,extraSongs,0,0,EZ|HD|IN|AT,3.5|11.9|14.1|15.6,SEGA (V17AMax modified),Su1fuR|Rikko EXPERT Lv.40|XMT小咩兔|Яadiance
14,Ongeki,オンゲキ,2,DiamondDust.MasahiroGodspeedAoki.0,Diamond Dust,Diamond Dust,Masahiro “Godspeed” Aoki,extraSongs,0,0,EZ|HD|IN|AT,5.0|10.8|15.3|16.7,SEGA (V17AMax modified),Salt|Salt|Gausbon|StupiGGy
14,Ongeki,オンゲキ,3,StardustRAY.kanonevsBlackY.0,Stardust:RAY,Stardust:RAY,kanone vs. BlackY,extraSongs,0,0,EZ|HD|IN|AT,6.0|12.3|16.5|17.2,SEGA (V17AMax modified),Simon_Axis vs. Su1fuR|Su1fuR vs. Simon_Axis|曦枢 vs. 鎏光 -Lv.70 LEAF-|完璧 vs. 癒株 -Autumn Memory-
15,ImmaculeeSekai,Immaculée Sekai,1,AphroditesChildshortver.RUQOA.0,Aphrodite's Child (short ver.),Aphrodite's Child (short ver.),RUQOA,extraSongs,0,0,EZ|HD|IN|AT,3.5|8.1|13.3|0.0,cala for Immaculée Sekai,StupiGGy|StupiGGy|StrayCat|
15,ImmaculeeSekai,Immaculée Sekai,2,DevIAtiOnshortver.polysha.0,DevIAtiOn (short ver.),DevIAtiOn (short ver.),polysha,extraSongs,0,0,EZ|HD|IN|AT,5.0|11.1|15.8|0.0,cala for Immaculée Sekai,COC|COC|Nr3_Official|
15,ImmaculeeSekai,Immaculée Sekai,3,NOx.Juggernaut.0,NO x,NO x,Juggernaut.,extraSongs,0,0,EZ|HD|IN|AT,4.5|10.1|16.1|0.0,cala for Immaculée Sekai,Su1fuR|IUIsauce|StR-1|
16,EGTS,EGTS,1,SilenceisGoldenSpeechisGolden.NIWASHI.0,"Silence is Golden, Speech is Golden","Silence is Golden, Speech is Golden",NIWASHI,extraSongs,0,0,EZ|HD|IN|AT,5.0|9.3|15.7|0.0,Jerry & OsuMe65,"Clutter is coppery，Tumult is coppery|XMT is silvery, 小咩兔 is silvery|Hara is golden, Kuma is golden|"
16,EGTS,EGTS,2,FracturedAngel.DJRaisei.0,Fractured Angel,Fractured Angel,DJ Raisei,extraSongs,0,0,EZ|HD|IN|AT,4.0|10.9|16.3|0.0,OsuMe65,Su1fuR|Su1fuR|逆天使の悪魔 【Likey】|
16,EGTS,EGTS,3,Resolver.Gomadare.0,Resolver,Resolver,Gomadare,extraSongs,0,0,EZ|HD|IN|AT,3.0|8.4|14.4|0.0,Transendium,Salt|Salt|Clutter vs. Salt|
16,EGTS,EGTS,4,LuminousEntitiesLostHeart.NormalMfeatUsagiDenki.0,Luminous Entities Lost Heart,Luminous Entities Lost Heart,NormalM feat. Usagi Denki,extraSongs,0,0,EZ|HD|IN|AT,5.0|10.7|15.2|0.0,Transendium,1uminous StaR|1uminous StaR|光る星|
16,EGTS,EGTS,5,KIZUNAResolution.TAG.0,KIZUNA Resolution,KIZUNA Resolution,TAG,extraSongs,0,0,EZ|HD|IN|AT,8.0|13.4|16.4|0.0,Transendium,Likey underground|HD R.esolution|Sempiternal Fxxxxxx Resolution!|
16,EGTS,EGTS,6,AbsoluTedisoRdeR.AcuteDisarray.0,AbsoluTe disoRdeR,AbsoluTe disoRdeR,Acute Disarray,extraSongs,0,0,EZ|HD|IN|AT,6.5|12.4|16.3|17.2,Kyuare & Wsx,Su1fuR|騎士 vs. Knight |Executor-X|Apocalyptic Dissonance
17,RhythmMaster,节奏大师,1,君往何处QuoVadis.M2U.0,君往何处 (Quo Vadis),君往何处 (Quo Vadis),M2U,extraSongs,0,0,EZ|HD|IN|AT,4.0|8.6|14.1|0.0,LRAY (青鸟 modified),Where are Ctymax and 阿爽?|Where are Ctymax and 阿爽?|Salt|
17,RhythmMaster,节奏大师,2,暗夜苏醒REANIMATE.Warak.0,暗夜苏醒 (REANIMATE),暗夜苏醒 (REANIMATE),Warak,extraSongs,0,0,EZ|HD|IN|AT,5.0|12.8|15.3|0.0,MHK (青鸟 modified),Deep Dark Ctymax|reanimate_6k_nm.imd|StupiGGy -The Startline-|
17,RhythmMaster,节奏大师,3,黄金之城GOLDTOWN.Memme.0,黄金之城 (GOLD TOWN),黄金之城 (GOLD TOWN),MEMME,extraSongs,0,0,EZ|HD|IN|AT,2.0|10.2|14.7|0.0,RM Design Team (青鸟 modified),Passport:Visitor|Passport:Constructor|Passport:Governor|
17,RhythmMaster,节奏大师,4,双重间谍DoubleAgent.WAVAV.0,双重间谍 (Double Agent),双重间谍 (Double Agent),Wav.AV,extraSongs,0,0,EZ|HD|IN|AT,4.5|11.8|15.7|0.0,RM Design Team (青鸟 modified),穿山甲-1|StupiGGy|Spy-Simon_Axis | Spy-騎士|
17,RhythmMaster,节奏大师,5,幻影鬼魅PLEASE.R300K.0,幻影鬼魅 (PLEASE),幻影鬼魅 (PLEASE),R300K,extraSongs,0,0,EZ|HD|IN|AT,5.5|9.6|15.2|17.0,RM Design Team (青鸟 modified),"COC|COC|M3d1uM|imd visual charter ""Rikko"" since 2014"
18,TAKUMI3,TAKUMI³,1,Cuvism.Fl00tvsHalv.0,Cuvism³,Cuvism³,Fl00t vs Halv,extraSongs,0,0,EZ|HD|IN|AT,3.0|12.2|13.9|16.7,sikkari,Rikko|Rikko³ [Normal]|Rikko|JKy vs StrayCat
18,TAKUMI3,TAKUMI³,2,iLArtifact.Link0.0,iL-Artifact,iL-Artifact,Link''0,extraSongs,0,0,EZ|HD|IN|AT,5.5|10.5|15.7|0.0,Fl00t,IUIsauce|IUIsauce|XMT小咩兔 vs. 上班睡大觉_Sleepyhead|
18,TAKUMI3,TAKUMI³,3,atruthseekerCommunicationwithUtopiawillbelost.kuro.0,a truth seeker -Communication with Utopia will be lost-,a truth seeker -Communication with Utopia will be lost-,kuro,extraSongs,0,0,EZ|HD|IN|AT,6.5|12.4|15.7|0.0,rokopon,上班睡大觉_Sleepyhead|上班睡大觉_Sleepyhead|-Seek A Lnside Truth-|
19,SHINOBISLASH,SHINOBI SLASH,1,幽世桔梗.Capchiifeatまるもこ.0,幽世桔梗,幽世桔梗,Capchii feat. まるもこ,extraSongs,0,0,EZ|HD|IN|AT,4.5|10.1|14.8|0.0,瀬名,RipHall vs. Likey|RipHall vs. Likey|Su1fuR、快斬！|
19,SHINOBISLASH,SHINOBI SLASH,2,千紫万紅.r0yvsWABI.0,千紫万紅,千紫万紅,r0y vs. WABI,extraSongs,0,0,EZ|HD|IN|AT,4.5|12.1|15.5|0.0,中本ひょうり,Rikko|実戦 with Rikko|Salt & Barbarianerman|
19,SHINOBISLASH,SHINOBI SLASH,3,明鏡烈火.MUEvsRekuMochizuki.0,明鏡烈火,明鏡烈火,M-UE vs. Reku Mochizuki,extraSongs,0,0,EZ|HD|IN|AT,6.0|11.1|15.9|0.0,中本ひょうり,COC  feat. Su1fuR|COC  feat. Su1fuR|Arenn Salty feat. LDA|
20,ParadigmReboot,Paradigm: Reboot,1,零號車輛.seatrus.0,零號車輛,零號車輛,seatrus,extraSongs,0,0,EZ|HD|IN|AT,7.5|12.1|16.2|0.0,2AI4wU4,零號宇夜|壹號阿爽|Pcat【零】198|
20,ParadigmReboot,Paradigm: Reboot,2,Xenolith.Tatsh.0,Xenolith,Xenolith,Tatsh,extraSongs,0,0,EZ|HD|IN|AT,4.0|8.5|14.2|0.0,2AI4wU4,RXhuang|RXhuang|Xlutter guided by three Oaths|
20,ParadigmReboot,Paradigm: Reboot,3,ArtificialExistence.JunKuroda.0,Artificial Existence,Artificial Existence,Jun Kuroda,extraSongs,0,0,EZ|HD|IN|AT,3.5|9.4|14.7|0.0,2AI4wU4,Salt|Salt|Salt & _鉄 inspired by 存在証明 [X]|
20,ParadigmReboot,Paradigm: Reboot,4,IndelibleScar.Noah.0,Indelible Scar,Indelible Scar,Noah,extraSongs,0,0,EZ|HD|IN|AT,7.0|11.5|15.3|16.5,兜,Clutter & Barbarianerman|Salt & Barbarianerman|Likey affected by Ancestral Xhronicle|上班睡大觉_Sleepyhead
20,ParadigmReboot,Paradigm: Reboot,5,NWAD.Knighthood.0,[NWAD],[NWAD],Knighthood,extraSongs,0,0,EZ|HD|IN|AT,5.5|9.2|15.6|0.0,2Al4wU4,[RETTULC]|[DETCETED]|[RUFLUS]|
21,CHUNITHM,CHUNITHM,1,月詠に鳴る.Feryquitousfeat藍月なくる.0,月詠に鳴る,月詠に鳴る,Feryquitous feat.藍月なくる,extraSongs,0,0,EZ|HD|IN|AT,6.0|11.4|14.5|15.7,SEGA (V17AMax modified),IUIsauce|Salt|Myna feat.Sleepyhead|StupiGGy
21,CHUNITHM,CHUNITHM,2,TECHNOPOLIS2085.PRASTIKDANCEFLOOR.0,TECHNOPOLIS 2085,TECHNOPOLIS 2085,PRASTIK DANCEFLOOR,extraSongs,0,0,EZ|HD|IN|AT,5.0|10.2|14.1|15.9,SEGA (V17AMax modified),"dancing""L""ine 2085|迟戈 vs. Likey|CTYMAX ????|TECHNOXMT vs. LATENCYPOLIS"
21,CHUNITHM,CHUNITHM,3,祈-我ら神祖と共に歩む者なり-.光吉猛修VS穴山大輔VSKaiVS水野健治VS大国奏音.0,祈 -我ら神祖と共に歩む者なり-,祈 -我ら神祖と共に歩む者なり-,光吉猛修 VS 穴山大輔 VS Kai VS 水野健治 VS 大国奏音,extraSongs,0,0,EZ|HD|IN|AT,7.0|13.2|16.4|17.3,SEGA (V17AMax modified),"Su1fuRikko ""SouRce of the metaveRse""|Su1fuRikko × rN ""judgemeNt fRom the cataStRophy""|兔咩小 VS 咩小兔 VS 小兔咩 VS 咩兔小 VS 兔小咩|フィグロス譜面チーム ""Rikko feat. Ner"" -Pray for ""PHI""-"
21,CHUNITHM,CHUNITHM,4,玩具狂奏曲終焉.きくお.0,玩具狂奏曲 -終焉-,玩具狂奏曲 -終焉-,きくお,extraSongs,0,0,EZ|HD|IN|AT,8.4|13.1|16.0|17.0,SEGA (V17AMax modified),"//TAP to StaRt//|Su1fuR: The Hanged Doll|Self -the pAtchwork-|XMT, the Abandoned Puppet"
22,Rotaeno,Rotaeno,1,JourneywithYou.Iris.0,Journey with You,Journey with You,Iris,extraSongs,0,0,EZ|HD|IN|AT,5.0|10.0|13.7|0.0,BTKCyber (青鸟 modified),jouR.ney with hold|jouR.ney to the end【COVERED】|Su1fuR -All about YOU & ME-|
22,Rotaeno,Rotaeno,2,SecretIllumination.Yooh.0,Secret Illumination,Secret Illumination,Yooh,extraSongs,0,0,EZ|HD|IN|AT,5.0|10.2|14.7|0.0,Juice Black (青鸟 modified),Likey |迟戈 vs. Likey|NerSAN|
22,Rotaeno,Rotaeno,3,InvertedWorld.ARForest.0,Inverted World,Inverted World,ARForest,extraSongs,0,0,EZ|HD|IN|AT,5.5|11.2|15.5|0.0,Mechari (青鸟 modified),Clutter|ɹǝʇʇnlƆ|ƃuɐnɥs∀ .sʌ uoqsnɐ⅁|
22,Rotaeno,Rotaeno,4,ストレイソウルアラウンド.みーに.0,ストレイソウル・アラウンド,ストレイソウル・アラウンド,みーに,extraSongs,0,0,EZ|HD|IN|AT,6.0|9.8|14.3|0.0,伊恩 (青鸟 modified),"JKy as ""Stray Cat""|Stray Cat Around|クラッタ・アナザー・ラウンド|"
22,Rotaeno,Rotaeno,5,ManifoldHypothesis.cybermisofeattigerlily.0,Manifold Hypothesis,Manifold Hypothesis,cybermiso feat. tigerlily,extraSongs,0,0,EZ|HD|IN|AT,4.0|9.1|14.6|0.0,阿清 (青鸟 modified),Likey|Likey|Gausbon feat. 迟戈&野从|
22,Rotaeno,Rotaeno,6,KMoeVIP.ZxNX.0,K.Moe (VIP),K.Moe (VIP),ZxNX,extraSongs,0,0,EZ|HD|IN|AT,3.0|8.4|15.9|0.0,BTKCyber (青鸟 modified),R:kko (IMD)|R:kko (IMD)|C.Max (PBM)|
23,Camellia,かめりあ,1,SATELLITE.かめりあ.0,S.A.T.E.L.L.I.T.E.,S.A.T.E.L.L.I.T.E.,かめりあ,extraSongs,0,0,EZ|HD|IN|AT,5.0|9.9|14.3|16.2,青鸟,XMT wishing upon a satellite|B.A.R.B.A.R.I.A.N.E.R.M.A.N.|L.I.K.E.Y.|N.E.R.1.9.8.
23,Camellia,かめりあ,2,DancewithSilence.かめりあ.0,Dance with Silence,Dance with Silence,かめりあ,extraSongs,0,0,EZ|HD|IN|AT,7.0|10.9|15.2|0.0,林语,Su1fuR|Su1fuR|晨_鉄|
23,Camellia,かめりあ,3,LabyrinthinKowloonWalledWorld.かめりあ.0,Labyrinth in Kowloon: Walled World,Labyrinth in Kowloon: Walled World,かめりあ,extraSongs,0,0,EZ|HD|IN|AT,6.0|11.4|15.6|0.0,鲸弑,VikingNexus|VikingNexus|198 in Kowloon|
23,Camellia,かめりあ,4,ComputeItWithSomeDevilishAlcoholicSteampunkEngines.かめりあ.0,Compute It With Some Devilish Alcoholic Steampunk Engines,Compute It With Some Devilish Alcoholic Steampunk Engines,かめりあ,extraSongs,0,0,EZ|HD|IN|AT,5.5|10.6|15.7|0.0,山崎团,Clutter|Clutter|Gausbon vs. XMT小咩兔|
23,Camellia,かめりあ,5,ERABYECONNEC10N.かめりあ.0,+ERABY+E CONNEC+10N,+ERABY+E CONNEC+10N,かめりあ,extraSongs,0,0,EZ|HD|IN|AT,5.5|11.6|16.3|17.3,猫箱Catbox feat. 祈莲,4B314C3042592B45|4D45474142592B45|4731474142592B45|2B45524142592B45
24,OverRapid,OverRapid,1,神話.PicaM2U.0,神話,神話,Pica & M2U,extraSongs,0,0,EZ|HD|IN|AT,4.0|8.7|13.5|0.0,mology (青鸟&V17AMax Modified),雑|波|P & U|
24,OverRapid,OverRapid,2,Elúltimobaile.Θ.0,El último baile,El último baile,Θ,extraSongs,0,0,EZ|HD|IN|AT,4.5|9.5|14.1|0.0,mology (青鸟&V17AMax Modified),Barbarianerman|Barbarianerman|百九十八 feat. Likey|
24,OverRapid,OverRapid,3,Trojan.litmus.0,Trojan,Trojan,litmus*,extraSongs,0,0,EZ|HD|IN|AT,5.5|10.8|15.0|0.0,Lapelristar (青鸟&V17AMax Modified),M3d1uM|M3d1uM|Warning: XMT is infected by Trojan!!|
24,OverRapid,OverRapid,4,TemporalShifting.LureRabbitVC.0,Temporal Shifting,Temporal Shifting,Lure Rabbit & V!C,extraSongs,0,0,EZ|HD|IN|AT,4.0|11.5|15.2|0.0,mology (青鸟&V17AMax Modified),Su1fuR|Su1fuR|Gausbon vs. 阿爽|
24,OverRapid,OverRapid,5,Adastraperaspera.RabbitHouse.0,Ad astra per aspera,Ad astra per aspera,Rabbit House,extraSongs,0,0,EZ|HD|IN|AT,6.5|12.1|16.3|0.0,Lyrebird Ferdinant (青鸟&V17AMax Modified),Barbarianerman|XMT小咩兔|Hara小兔组|
24,OverRapid,OverRapid,6,Ajourneytothemoonlight.Yesod.0,A journey to the moonlight,A journey to the moonlight,Yesod,extraSongs,0,0,EZ|HD|IN|AT,4.5|10.7|14.5|0.0,汉堡,Rikko from「PHIGROS MOON」|Rikko from「PHIGROS MOON」|Ner & 198 from 「PHIGROS MOON」|
25,TEA12,茶鸣拾贰律,1,盏茗.茶鸣拾贰律.0,盏茗,盏茗,茶鸣拾贰律,extraSongs,0,0,EZ|HD|IN|AT,1.5|4.5|13.4|0.0,茶鸣拾贰律,Barbarianerman|Barbarianerman|NerSAN sipping XMTea|
25,TEA12,茶鸣拾贰律,2,青芽.茶鸣拾贰律.0,青芽,青芽,茶鸣拾贰律,extraSongs,0,0,EZ|HD|IN|AT,5.0|10.4|15.2|0.0,茶鸣拾贰律,生根发芽的小咩兔|逆流而上的小咩兔|Hook vs. _鉄|
25,TEA12,茶鸣拾贰律,3,瓷岁.茶鸣拾贰律.0,瓷岁,瓷岁,茶鸣拾贰律,extraSongs,0,0,EZ|HD|IN|AT,2.0|6.5|7.0|0.0,茶鸣拾贰律,『流』年大顺|『流』年大顺|『兔』年大吉|
25,TEA12,茶鸣拾贰律,4,Feast远东之宴.茶鸣拾贰律.0,Feast远东之宴,Feast远东之宴,茶鸣拾贰律,extraSongs,0,0,EZ|HD|IN|AT,6.5|12.1|15.6|0.0,茶鸣拾贰律,Barbarianerman|Barbarianerman|Gino|
26,JMT,姜米條,1,Shadow.SumaiLightvs姜米條.0,Shadow,Shadow,姜米條&SumaiLight,extraSongs,0,0,EZ|HD|IN|AT,6.5|10.5|14.6|16.2,御坂果子,晨|晨|Sillyp vs. 晨|J0(_)I2|\|3y'5 3|\||)
26,JMT,姜米條,2,心之所向.姜米條.0,心之所向,心之所向,姜米條,extraSongs,0,0,EZ|HD|IN|AT,4.0|8.2|13.8|0.0,笔记RE,波之所杂|波之所杂|倪之所爽|
26,JMT,姜米條,3,inferior.姜米條.0,inferior,inferior,姜米條,extraSongs,0,0,EZ|HD|IN|AT,7.0|7.5|14.6|0.0,群青kurara,"Ner, the inferior|Ner, the inferior|JKy, the inferior|"
27,Lanota,Lanota,1,Apocalypse.アリスシャッハと魔法の楽団.0,Apocalypse,Apocalypse,アリスシャッハと魔法の楽団,extraSongs,0,0,EZ|HD|IN|AT,4.0|8.6|13.5|0.0,Lanota © Noxy Games Inc. ,R.|B.|Rikko & 198|
27,Lanota,Lanota,2,Protoflicker.Silentroom.0,Protoflicker,Protoflicker,Silentroom,extraSongs,0,0,EZ|HD|IN|AT,3.5|9.7|15.4|0.0,Lanota © Noxy Games Inc. ,Barbarianerman & J.R|RTH|Gausbon|
27,Lanota,Lanota,3,HorizonBlue.NothingButRequiemfeatAikapinChiyoko.0,Horizon Blue,Horizon Blue,Nothing But Requiem feat. Aikapin & Chiyoko,extraSongs,0,0,EZ|HD|IN|AT,6.5|11.6|15.7|0.0,Lanota © Noxy Games Inc. ,Nothing But Uvernight|Nothing But Likey|Nothing But Ner & Pcat|
27,Lanota,Lanota,4,YouaretheMiserable.tpazolite.0,You are the Miserable,You are the Miserable,t+pazolite,extraSongs,0,0,EZ|HD|IN|AT,6.0|11.7|14.1|15.8,Lanota © Noxy Games Inc. ,M3d1uM|M3d1uM|We are the Miserable|Pat Brick Man Mr.C & Mr.B
27,Lanota,Lanota,5,Stasis.Maozon.0,Stasis,Stasis,Maozon,extraSongs,0,0,EZ|HD|IN|AT,5.0|10.1|15.3|16.7,Lanota © Noxy Games Inc. ,空の希|空の希|ST AS is XMT|百九十八
28,KALPA,KALPA,1,TimetoNightSkyfeatLeeYuJin.HyuNKLYDIX.0,Time to Night Sky (feat. Lee Yu Jin),Time to Night Sky (feat. Lee Yu Jin),HyuN & KLYDIX,extraSongs,0,0,EZ|HD|IN|AT,3.0|10.1|13.6|0.0,ZG,Rikko|Barbarianerman|Likey & 198ar|
28,KALPA,KALPA,2,HAZARD.Limpid.0,HAZARD,HAZARD,Limpid,extraSongs,0,0,EZ|HD|IN|AT,4.5|11.0|14.8|0.0,ZG,NerSAN|NerSAN|阿爽|
28,KALPA,KALPA,3,AnotherMe.DAAN.0,Another Me ,Another Me,D_AAN,extraSongs,0,0,EZ|HD|IN|AT,5.0|9.8|15.6|0.0,ZG,"Pcat|Another cat|NerSAN vs. Ctymax as ""泥头鱼""|"
28,KALPA,KALPA,4,DontNeverAround.HAMA.0,Don't Never Around,Don't Never Around,HAMA,extraSongs,0,0,EZ|HD|IN|AT,5.0|11.3|15.5|0.0,Arahosi,XMT小咩兔|XMT小咩兔|XMT小咩兔|
28,KALPA,KALPA,5,RESSiSTANCE.ぐるたみん.0,RESSiSTANCE,RESSiSTANCE,ぐるたみん,extraSongs,0,0,EZ|HD|IN|AT,6.5|11.2|16.1|0.0,LINUS,其一 呼吸尚存的标志|其二 向前迈进的理由|其三 我所存在的证明|
28,KALPA,KALPA,6,FlutterEcho.Cansol.0,Flutter Echo,Flutter Echo,Cansol,extraSongs,0,0,EZ|HD|IN|AT,3.5|9.8|14.9|0.0,Taurell,Rikko||R|I|K|K|O| NORMAL|Clutter Echo|
28,KALPA,KALPA,7,Rebirth.ああああ.0,Re：birth,Re：birth,ああああ,extraSongs,0,0,EZ|HD|IN|AT,6.0|12.0|15.4|0.0,"QueseraGames Co., Ltd.",啊哒咔哟 & 小咩兔 & COC|啊哒咔哟 & 小咩兔 & COC|Gausbon & StupiGGy|
28,KALPA,KALPA,8,AvataarReincarnationofKalpa.ScarletteakaCrYmson.0,Avataar~Reincarnation of Kalpa~,Avataar ~Reincarnation of Kalpa~,Scarlette a.k.a CrYmson,extraSongs,0,0,EZ|HD|IN|AT,2.0|8.2|13.2|16.6,"QueseraGames Co., Ltd.",Su1fuR|Su1fuR|Salt|XMT & Salt
29,MUSEDASH,Muse Dash,1,XING.ginkiha.0,XING,XING,ginkiha,extraSongs,0,0,EZ|HD|IN|AT,5.5|10.8|14.0|0.0,打雷打人（青鸟 modified）,StupiGGy|StupiGGy|Sillyp vs. 阿爽|
29,MUSEDASH,Muse Dash,2,FinalStep.Lime.0,Final Step!,Final Step!,Lime,extraSongs,0,0,EZ|HD|IN|AT,5.5|11.0|14.1|0.0,谷地（青鸟 modified）,Barbarianerman|Barbarianerman|Barbarianerman vs. Uvernight|
29,MUSEDASH,Muse Dash,3,Cthugha.USAO.0,Cthugha,Cthugha,USAO,extraSongs,0,0,EZ|HD|IN|AT,6.0|10.4|16.0|16.1,谷地（青鸟 modified）,Barbarianerman|Barbarianerman|Gausbon|百九十八 feat. NerSAN
30,WAVEAT,WAVEAT,1,Initialize.iF.0,Initialize,Initialize,iF,extraSongs,0,0,EZ|HD|IN|AT,2.5|7.0|11.6|0.0,"あおお/A-ZERO, morph",阿爽|NerSAN|Arenn Saki vs. NerSAN|
30,WAVEAT,WAVEAT,2,桜樹街道.kozatosnow.0,桜樹街道,桜樹街道,kozato snow,extraSongs,0,0,EZ|HD|IN|AT,3.5|8.1|13.0|0.0,"あおお/A-ZERO, morph",Barbarianerman|Barbarianerman|百九十八|
30,WAVEAT,WAVEAT,3,GetReady.iF.0,Get Ready!! ,Get Ready!! ,iF,extraSongs,0,0,EZ|HD|IN|AT,6.0|10.7|13.8|0.0,"あおお/A-ZERO, morph",StupiGGy|StupiGGy|StupiGGy|
30,WAVEAT,WAVEAT,4,volcanic.DETROakaルゼ.0,volcanic,volcanic,DETRO a.k.a. ルゼ,extraSongs,0,0,EZ|HD|IN|AT,7.5|12.1|14.7|16.6,"あおお/A-ZERO, morph","Barbarianerman|Rikko|Ctymax in a volcano, very delicious|Alloces"
31,Good,GOOD,1,GOODTEK.EBIMAYO.0,GOODTEK,GOODTEK,EBIMAYO,extraSongs,0,0,EZ|HD|IN|AT,5.0|10.0|14.3|0.0,Ctymax feat. EBIMAYO,百九十八|百九十八|百九十八|
31,Good,GOOD,2,GOODBOUNCE.EBIMAYO.0,GOODBOUNCE,GOODBOUNCE,EBIMAYO,extraSongs,0,0,EZ|HD|IN|AT,7.5|11.9|14.5|0.0,EBIMAYO,Gausbounce & 晨|Gausbounce|Ctymax vs. Gausbounce|
31,Good,GOOD,3,GOODWORLD.EBIMAYO.0,GOODWORLD,GOODWORLD,EBIMAYO,extraSongs,0,0,EZ|HD|IN|AT,3.0|11.4|14.9|0.0,EBIMAYO,阿爽|StupiGGy|StupiGGy vs. 阿爽|
31,Good,GOOD,4,GOODFORTUNE.EBIMAYO.0,GOODFORTUNE,GOODFORTUNE,EBIMAYO,extraSongs,0,0,EZ|HD|IN|AT,7.5|8.7|15.7|0.0,Ctymax,晨|晨|晨|
