chapterOrder,chapterCode,banner,songOrder,songsId,songsKey,songsName,composer,category,unlockType,secretType,levels,difficulty,illustrator,charter
1,Single,Single,110,Electron.ElousFZ.0,Electron,Electron,ElousΛ.-FZ,extraSongs,1,0,EZ|HD|IN|AT,3.5|9.4|13.2|0.0,DoublePian,百九十八|百九十八|百九十八|
1,Single,Single,111,Starduster.Quree.0,Starduster,Starduster,Quree,extraSongs,1,0,EZ|HD|IN|AT,5.5|11.4|15.2|0.0,IvyTowers,NerSAN|NerSAN|NerSAN|
1,Single,Single,112,ParallelRetrogressionGameVer.Tetrajectory.0,Parallel Retrogression(Game Ver.),Parallel Retrogression(Game Ver.),Tetrajectory,extraSongs,1,0,EZ|HD|IN|AT,7.0|10.9|14.2|0.0,青鸟,HaraKuma|HaraKuma|HaraKuma|
1,Single,Single,113,EndMe.ZxNXasDelaina.0,End Me,End Me,"ZxNX as ""Delaina""",extraSongs,1,0,EZ|HD|IN|AT,5.5|7.5|14.2|0.0,何呵,鲲|鲲|鲲 fixed by 百九十八|
1,Single,Single,114,Orthodox.tokiwa.0,Orthodox,Orthodox,tokiwa,extraSongs,1,0,EZ|HD|IN|AT,4.5|8.5|13.7|0.0,cycats,StR-1|StR-1|Uvernight fixed by StR-1|
1,Single,Single,115,TheMountainEater.PaulBazooka.0,The Mountain Eater,The Mountain Eater,Paul Bazooka,extraSongs,1,0,EZ|HD|IN|AT,5.5|9.6|14.8|0.0,START SEED,百九十八|百九十八|百九十八|
1,Single,Single,116,Palescreen.WyvernPfeatMadol.0,Palescreen,Palescreen,WyvernP feat. Madol,extraSongs,1,0,EZ|HD|IN|AT,5.5|12.3|15.9|0.0,GAMEBAKA,Jeitie|Jeitie|Jeitie|
1,Single,Single,117,GetBack.CAP3.0,Get Back,Get Back,CAP3,extraSongs,1,0,EZ|HD|IN|AT,6.5|10.7|14.1|0.0,TNiK,JKy|JKy|JKy|
1,Single,Single,118,MagentaPotion.EmoCo.0,Magenta Potion,Magenta Potion,EmoCo.,extraSongs,1,0,EZ|HD|IN|AT,6.5|11.3|14.4|0.0,NOISER,Ctymax vs. 晨|Ctymax vs. 晨|Ctymax vs. 晨|
1,Single,Single,119,SpeedUp.DarTokki.0,Speed Up!,Speed Up!,DarTokki,extraSongs,1,0,EZ|HD|IN|AT,4.5|10.3|14.0|0.0,TNiK,Ctymax vs. 百九十八|Ctymax vs. 百九十八|Ctymax vs. 百九十八|
1,Single,Single,120,DeadSoul.SoundSouler.0,Dead Soul,Dead Soul,Sound Souler,extraSongs,1,0,EZ|HD|IN|AT,4.5|12.3|14.4|0.0,Photonskyto,Phigros Charting Team|Phigros Charting Team|Phigros Charting Team|
1,Single,Single,121,RubbishSorting.CtymaxvsNceS.0,Rubbish Sorting,Rubbish Sorting,Ctymax vs. NceS,extraSongs,1,0,EZ|HD|IN|AT,3.5|9.4|13.1|0.0,knife美工刀,阿爽 vs. Ctymax -Haose 垃圾-|阿爽 vs. Ctymax -Haose 垃圾-|阿爽 vs. Ctymax -Haose 垃圾-|
1,Single,Single,122,NextTime.SaMZIng.0,Next Time,Next Time,SaMZIng,extraSongs,1,0,EZ|HD|IN|AT,6.0|8.7|12.4|0.0,叶藤,Gausbon ~ See you next time ~ |Gausbon ~ See you next time ~ |Gausbon ~ See you next time ~ |
1,Single,Single,123,Aleph0.LeaF.0,Aleph-0,Aleph-0,LeaF,extraSongs,1,0,EZ|HD|IN|AT|Legacy,3.5|12.2|16.0|0.0|15.6,Optie,Clutter|Clutter|Clutter||阿爽 VS Arenn Saki
1,Single,Single,124,Burn.NceS.0,Burn,Burn,NceS,extraSongs,1,0,EZ|HD|IN|AT,7.0|11.2|15.2|0.0,knife美工刀,Ctymatch Girl|Burn Full Catcats|Burn Full Catcats vs. Ctymatch Girl|
1,Single,Single,125,SnowDesert.WyvernP.0,Snow Desert,Snow Desert,WyvernP,extraSongs,1,0,EZ|HD|IN|AT,5.0|10.3|13.4|0.0,knife美工刀,VikingNexus|VikingNexus|VikingNexus|
1,Single,Single,126,KhronostasisKatharsis.Halv.0,Khronostasis Katharsis,Khronostasis Katharsis,Halv,extraSongs,1,0,EZ|HD|IN|AT,6.0|11.8|14.0|0.0,utosao,XMT小咩兔 & Myna|XMT小咩兔 & Myna|StupiGGy fixed by 百九十八|
1,Single,Single,127,SparkleNewLife.rider.0,Sparkle New Life,Sparkle New Life,rider,extraSongs,1,0,EZ|HD|IN|AT,4.0|9.2|12.8|0.0,1B,Sparkle Ctymax|Sparkle Ctymax|Sparkle Ctymax fixed by 百九十八|
1,Single,Single,128,狂喜蘭舞.LeaF.0,狂喜蘭舞,狂喜蘭舞,LeaF,extraSongs,1,0,EZ|HD|IN|AT,7.0|11.7|14.3|16.4,DoublePian,Catcats a.k.a. 無極 vs. H.C.C. fixed by 晨|Catcats a.k.a. 無極 vs. H.C.C. fixed by Pcat|晨|Catcats a.k.a. 無極 vs. H.C.C. fixed by 野从&晨
1,Single,Single,129,Sein.朔Apo11oprogramvsお月さま交響曲ftkuroa荒巻.0,Sein,Sein,朔(Apo11o program vs. お月さま交響曲) ft. kuroa*×荒巻,extraSongs,1,0,EZ|HD|IN|AT,5.0|10.1|15.1|0.0,hideo,A.S.H|A.S.H|A.S.H&晨|
1,Single,Single,130,FindMe.Kforest.0,Find_Me,Find_Me,K-forest,extraSongs,1,0,EZ|HD|IN|AT,5.5|10.5|14.3|0.0,YuKiMuMa,Find_Ctymax|Find_Ctymax|Find_Ctymax fixed by 百九十八|
1,Single,Single,131,華灯爱.闫东炜.0,華灯爱,華灯爱,闫东炜,extraSongs,1,0,EZ|HD|IN|AT,6.0|10.6|13.7|0.0,IvyTowers,HaraKuma|HaraKuma|Barbarianerman|
1,Single,Single,132,开心病.闫东炜.0,开心病,开心病,闫东炜,extraSongs,1,0,EZ|HD|IN|AT,7.0|11.9|13.8|0.0,昔璃,HaraKuma|HaraKuma|Barbarianerman feat. 晨|
1,Single,Single,133,Aphasia.闫东炜.0,Aphasia,Aphasia,闫东炜,extraSongs,1,0,EZ|HD|IN|AT,4.0|8.8|13.3|0.0,笔记RE,百九十八|百九十八|百九十八|
1,Single,Single,134,RIPPER.Friedwav.0,RIPPER,RIPPER,Friedwav,extraSongs,1,0,EZ|HD|IN|AT,6.5|11.7|15.4|0.0,何呵,撕裂者『無極』 fixed by 晨|撕裂者『無極』 fixed by 晨|撕裂者『Alloces vs. Shin』|
1,Single,Single,135,DropIt.Asuka.0,Drop It,Drop It,Asuka,extraSongs,1,0,EZ|HD|IN|AT,4.0|9.2|14.2|0.0,TNiK,Drop Catcats|Drop Catcats|NerSAN & 百九十八|
1,Single,Single,136,云女孩.符白牙SiYFics.0,云女孩,云女孩,符白牙/SiYFics,extraSongs,1,0,EZ|HD|IN|AT,2.0|8.9|12.8|0.0,御坂果子,Cloud Catcats|Cloud Catcats|云正太|
1,Single,Single,137,Dash.小红Akane李祥辉.0,Dash,Dash,小红Akane，李祥晖,extraSongs,1,0,EZ|HD|IN|AT,2.5|5.5|9.7|0.0,艾是Abby,阿爽 fixed by Barbarianerman|阿爽 fixed by Barbarianerman|JKy|
1,Single,Single,138,dBdoll.YUESTEVENuen.0,dB doll,dB doll,YUE.STEVEN/uen,extraSongs,1,0,EZ|HD|IN|AT,1.5|3.5|8.3|13.4,何呵,阿爽 fixed by Barbarianerman|阿爽 fixed by Barbarianerman|阿爽|NerSAN & 百九十八
1,Single,Single,139,风屿.闫东炜.0,风屿,风屿,闫东炜,extraSongs,1,0,EZ|HD|IN|AT,5.5|9.8|14.0|15.1,cycats,Arenn Saki vs. Catcats vs. 百九十八|Arenn Saki vs. Catcats vs. 百九十八|Arenn Saki vs. Catcats vs. 百九十八|JKy
1,Single,Single,140,万吨匿名信.闫东炜.0,万吨匿名信,万吨匿名信,闫东炜,extraSongs,1,0,EZ|HD|IN|AT,4.5|9.5|13.0|0.0,IvyTowers,猫の信 & 百九十八|猫の信 & 百九十八|猫の信 & 百九十八|
1,Single,Single,141,萤火虫の怨.闫东炜.0,萤火虫の怨,萤火虫の怨,闫东炜,extraSongs,1,0,EZ|HD|IN|AT,4.0|9.8|13.1|0.0,L-sp4,阿爽 & 百九十八|阿爽 & 百九十八|阿爽 & 百九十八|
1,Single,Single,142,MARENOL.LeaF.0,MARENOL,MARENOL,LeaF,extraSongs,1,0,EZ|HD|IN|AT,2.0|10.3|13.9|0.0,喵n葵,H.C.C. fixed by Barbarinerman|H.C.C. fixed by Barbarinerman|百九十八|
1,Single,Single,143,もぺもぺ.LeaF.0,もぺもぺ,もぺもぺ,LeaF,extraSongs,1,0,EZ|HD|IN|AT,2.0|6.5|11.1|15.4,cycat,阿爽 fixed by Barbarinerman|阿爽 fixed by Barbarinerman|阿爽|阿爽
1,Single,Single,144,Doppelganger.LeaF.0,Doppelganger,Doppelganger,LeaF,extraSongs,1,0,EZ|HD|IN|AT,5.0|9.0|15.1|0.0,海产,Lumiere|Lumiere|Gausbon|
2,MainStoryLegacy,Legacy,1,Glaciaxion.SunsetRay.0,Glaciaxion,Glaciaxion,SunsetRay,mainSongs,-1,0,EZ|HD|IN|AT,1.0|6.5|12.6|0.0,艾若拉,Barbarianerman|阿爽 fixed by Clutter|Barbarianerman vs. NerSAN|
2,MainStoryLegacy,Legacy,2,EradicationCatastrophe.NceS.0,Eradication Catastrophe,Eradication Catastrophe,NceS,mainSongs,-1,0,EZ|HD|IN|AT,3.5|7.5|12.7|0.0,海产,Barbarianerman|Barbarianerman fixed by Clutter|Barbarianerman|
2,MainStoryLegacy,Legacy,3,Credits.Frums.0,Credits,Credits,Frums,mainSongs,-1,0,EZ|HD|IN|AT,4.5|10.4|13.6|15.8,Ctymax,Ctymax|Ctymax|Ctymax|_鉄 (Isotope 59)
2,MainStoryLegacy,Legacy,4,Dlyrotz.Likey.0,Dlyrotz,Dlyrotz,Likey,mainSongs,-1,0,EZ|HD|IN|AT,4.0|9.1|13.7|0.0,DoublePian,Su1fuR|Su1fuR|XMT小咩兔 vs. Barbarianerman|
2,MainStoryLegacy,Legacy,5,EnginexStartmelodymix.CrossingSound.0,Engine x Start!! (melody mix),Engine x Start!! (melody mix),CrossingSound,mainSongs,-1,0,EZ|HD|IN|AT,2.5|8.3|13.2|0.0,赤芽,Clutter|Clutter|阿爽|
2,MainStoryLegacy,Legacy,6,光.姜米條.0,光,光,姜米條,mainSongs,-1,0,EZ|HD|IN|AT,2.0|7.5|12.4|0.0,winder,Catcats & 百九十八 fixed by Clutter|Catcats & 百九十八 fixed by Clutter|Catcats & 百九十八|
2,MainStoryLegacy,Legacy,7,Wintercube.CtymaxfeatNceS.0,Winter ↑cube↓,Winter ↑cube↓,Ctymax feat. NceS,mainSongs,-1,0,EZ|HD|IN|AT,3.5|8.2|13.3|0.0,翠冷兮,Ctymax after 7 years|Salt|百九十八|
2,MainStoryLegacy,Legacy,8,混乱Confusion.OnlyMyBlackScore.0,混乱-Confusion,混乱-Confusion,Only My Black Score,mainSongs,-1,0,EZ|HD|IN|AT,4.0|10.0|14.8|0.0,L-sp4,StR-1|StR-1|XMT小咩兔|
2,MainStoryLegacy,Legacy,9,Cipher20.TetrajectoryfeatCtymax.0,Cipher : /2&//<|0,Cipher : /2&//<|0,Tetrajectory feat. Ctymax,mainSongs,-1,0,EZ|HD|IN|AT,5.0|10.3|14.4|0.0,IvyTowers,M3d1uM|M3d1uM|Barbarianerman feat. Gausbon|
2,MainStoryLegacy,Legacy,10,FULiAUTOSHOOTER.MYUKKE.0,FULi AUTO SHOOTER,FULi AUTO SHOOTER,MYUKKE.,mainSongs,-1,0,EZ|HD|IN|AT,3.0|9.0|14.9|0.0,ViscerA & Psycholine,Knight|Knight|AUTO. SHOOTER. fixed by Ctymax|
2,MainStoryLegacy,Legacy,11,HumaN.SOTUI.0,HumaN,HumaN,SOTUI,mainSongs,-1,0,EZ|HD|IN|AT,3.0|8.0|12.9|0.0,CH,Clutter|Clutter|CN_115+TangScend|
2,MainStoryLegacy,Legacy,12,PRAW.Bluewind.0,[PRAW],[PRAW],Bluewind,mainSongs,-1,0,EZ|HD|IN|AT,6.0|10.6|15.1|0.0,老张,Likey|Likey|晨 vs. 阿爽|
2,MainStoryLegacy,Legacy,13,Cereris.SunsetRayNceS.0,Cereris,Cereris,SunsetRay/NceS,mainSongs,-1,0,EZ|HD|IN|AT,5.5|10.9|14.7|0.0,IvyTowers,Su1fuR|Su1fuR|StupiGGy|
2,MainStoryLegacy,Legacy,14,PixelRebelz.Normal1zer.0,Pixel Rebelz,Pixel Rebelz,Normal1zer,mainSongs,-1,0,EZ|HD|IN|AT,4.5|9.7|15.3|0.0,艾是Abby,Knight|Knight|NerSAN|
2,MainStoryLegacy,Legacy,15,NonMelodicRagezMUGEdit.Normal1zer.0,Non-Melodic Ragez (MUG Edit),Non-Melodic Ragez (MUG Edit),Normal1zer,mainSongs,-1,0,EZ|HD|IN|AT,5.5|11.6|16.1|0.0,cycats,Clutter|Clutter|分化者 fixed by Barbarianerman|
2,MainStoryLegacy,Legacy,16,SultanRage.MonstDeath.0,Sultan Rage,Sultan Rage,MonstDeath,mainSongs,-1,0,EZ|HD|IN|AT,4.0|7.0|12.2|0.0,笔记RE,百九十八|百九十八|百九十八|
2,MainStoryLegacy,Legacy,17,ClassMemories.AntistarfeatCtymax.0,Class Memories,Class Memories,Antistar feat. Ctymax,mainSongs,-1,0,EZ|HD|IN|AT,6.0|10.8|13.8|0.0,xperz,M3d1uM|M3d1uM|JKy|
2,MainStoryLegacy,Legacy,18,SURREALISM.Itsuki.0,-SURREALISM-,-SURREALISM-,Itsuki,mainSongs,-1,0,EZ|HD|IN|AT,5.0|9.4|13.4|0.0,喵n葵,Su1fuR|Su1fuR|-StupiGGy- fixed by 晨|
2,MainStoryLegacy,Legacy,19,BonusTime.MegaloPaleWhite.0,Bonus Time,Bonus Time,Megalo_PaleWhite,mainSongs,-1,0,EZ|HD|IN|AT,3.5|9.3|13.8|0.0,笔记RE,Clutter|Clutter|Uvernight fixed by 百九十八|
2,MainStoryLegacy,Legacy,20,ENERGYSYNERGYMATRIX.Tanchiky.0,Energy Synergy Matrix,ENERGY SYNERGY MATRIX,Tanchiky,mainSongs,-1,0,EZ|HD|IN|AT|Legacy,5.5|11.5|14.4|0.0|14.0,Karameru,Su1fuR|Su1fuR|Ctymax vs. 阿爽  fixed by B B M pow||Ctymax vs 阿爽
3,MainStory5,Chapter 5,1,NYA.FLuoRiTe姜米條.0,NYA!!!,NYA!!! (Phigros ver.),FLuoRiTe/姜米條,mainSongs,0,0,EZ|HD|IN|AT,2.0|8.6|13.1|0.0,NEKO&海产,HCC!!!|HCC!!!|HCC!!!|
3,MainStory5,Chapter 5,2,JunXionBetweenLifeAndDeathVIPMix.1N6Fs.0,JunXion Between Life And Death(VIP Mix),JunXion Between Life And Death(VIP Mix),1N6Fs,mainSongs,0,0,EZ|HD|IN|AT,3.0|8.7|13.4|0.0,IvyTowers,鲲&百九十八|鲲&百九十八|鲲&百九十八|
3,MainStory5,Chapter 5,3,cryout.JuE.0,cryout,cryout,Ju_E,mainSongs,0,0,EZ|HD|IN|AT,3.5|9.9|13.6|0.0,Haight,Ctymax|Ctymax|Ctymax but 5 years later|
3,MainStory5,Chapter 5,4,Reimei.影虎.0,Reimei,Reimei,影虎。,mainSongs,0,0,EZ|HD|IN|AT,6.5|11.7|15.1|0.0,英英英,百九十八|百九十八|百九十八|
3,MainStory5,Chapter 5,5,尊師TheGuru.rider.0,尊師 ～The Guru～,尊師 ～The Guru～,rider,mainSongs,0,0,EZ|HD|IN|AT,6.0|11.6|15.4|0.0,1B,M3d1uM|M3d1uM|奥術 ~The Empery~|
3,MainStory5,Chapter 5,6,Spasmodic.姜米條颶風元力上人.0,Spasmodic,Spasmodic,姜米條☆颶風 ~ ♫元力上人♫,mainSongs,4,0,EZ|HD|IN|AT,8.2|12.9|15.5|16.7,昔璃☆暴雨 ~ ♫危難聖帝♫,無極☆雷鳴 ~ ♫死の序曲♫|無極☆雷鳴 ~ ♫死の序曲♫|無極☆雷鳴 ~ ♫死の序曲♫|無極☆雷鳴 ~ ♫死の序曲♫
3,MainStory5,Chapter 5,7,LeaveAllBehind.rider.0,Leave All Behind,Leave All Behind,rider,mainSongs,0,1,EZ|HD|IN|AT,3.0|8.9|12.7|0.0,笔记RE,亚树见希子 & 百九十八|亚树见希子 & 百九十八|亚树见希子 & 百九十八|
4,MainStory6,Chapter 6,1,ColorfulDays.P4koofeatつゆり花鈴.0,Colorful Days♪,Colorful Days♪,P4koo feat. つゆり花鈴,mainSongs,0,0,EZ|HD|IN|AT,5.0|7.0|12.6|0.0,Doro-nyong & Ratif,阿♪爽|阿♪爽|阿♪爽|
4,MainStory6,Chapter 6,2,microwav.dandeless.0,micro.wav,micro.wav,dandeless,mainSongs,0,0,EZ|HD|IN|AT,6.0|10.5|14.7|0.0,snake.ribs,百九十八|百九十八|百九十八|
4,MainStory6,Chapter 6,3,重生.姜米條.0,重生,重生,姜米條,mainSongs,0,0,EZ|HD|IN|AT,4.5|8.8|14.3|0.0,昔璃&TNiK,Barbarianerman|Barbarianerman|Barbarianerman|
4,MainStory6,Chapter 6,4,NOONEYESMAN.MYUKKE.0,NO ONE YES MAN,NO ONE YES MAN,MYUKKE.,mainSongs,0,0,EZ|HD|IN|AT,7.0|10.9|15.5|0.0,青鸟,Ctymax|晨|晨 vs. Ctymax|
4,MainStory6,Chapter 6,5,望影の方舟Six.SeURa.0,望影の方舟Six,望影の方舟Six,Se-U-Ra,mainSongs,0,0,EZ|HD|IN|AT,6.5|11.9|15.9|0.0,鲸弑,"六回目Traveler Scend|六回目Traveler Scend|六回目Traveler Scend as ""Knight of Arq""|"
4,MainStory6,Chapter 6,6,Igallta.SeURa.0,Igallta,Igallta,Se-U-Ra,mainSongs,4,1,EZ|HD|IN|AT,7.5|12.2|16.1|17.4,Se-U-Ra,信仰の剣『生』|平川の剣『士』|夜明の剣『靈』|断罪の剣『神』
5,MainStory7,Chapter 7,1,ClockParadox.WyvernP.0,Clock Paradox,Clock Paradox,WyvernP,mainSongs,0,0,EZ|HD|IN|AT,2.0|6.0|12.5|0.0,汉堡,Barbarianerman vs. Alloces|Barbarianerman vs. Alloces|Barbarianerman vs. Alloces|
5,MainStory7,Chapter 7,2,Chronologika.Hundotte.0,Chronologika,Chronologika,Hundotte,mainSongs,0,0,EZ|HD|IN|AT,3.5|9.8|13.9|0.0,幽灵星,TimiTini|XMT小咩兔|Ctymax vs. Barbarianerman|
5,MainStory7,Chapter 7,3,NickofTime.P4koo.0,Nick of Time,Nick of Time,P4koo,mainSongs,0,0,EZ|HD|IN|AT,6.0|9.3|14.7|0.0,青鸟,晨 vs. XMT小咩兔|晨 vs. XMT小咩兔|NerSAN|
5,MainStory7,Chapter 7,4,Chronomia.Lime.0,Chronomia,Chronomia,Lime,mainSongs,0,0,EZ|HD|IN|AT,4.5|11.1|15.4|0.0,inukoro,Pcat|Rikko|時の希 & 百九十八|
5,MainStory7,Chapter 7,5,ChronosCollapseLaCampanella.SunsetRay.0,Chronos Collapse - La Campanella,Chronos Collapse - La Campanella,SunsetRay,mainSongs,0,0,EZ|HD|IN|AT,4.5|12.5|16.3|0.0,老张,Pcat『Scatter』|阿爽『Destroy』|NerSAN vs. 阿爽 『Collapse』|
5,MainStory7,Chapter 7,6,Rrharil.TeamGrimoire.0,Rrhar'il,Rrhar'il,Team Grimoire,mainSongs,4,1,EZ|HD|IN|AT,7.0|12.7|16.1|17.6,犀牛坨动画工坊,RDRT -p 19:08:31|RDRT -p 20:02:21|RDRT -p 20:08:31|RWND -p 16493:62786:92551
6,MainStory8,Chapter 8,1,CraveWave.LandRoot.0,Crave Wave,Crave Wave,LandRoot,mainSongs,2,0,EZ|HD|IN|AT,2.5|8.0|13.7|0.0,笔记RE,Likey|Likey|Likey feat. 198|
6,MainStory8,Chapter 8,2,TheChariotREVIIVAL.Attoclef.0,The Chariot ~REVIIVAL~,The Chariot ~REVIIVAL~,Attoclef,mainSongs,2,0,EZ|HD|IN|AT,5.0|9.0|14.0|0.0,翠冷兮,M3d1uM|Alloces|Ctymax drives in BlindForest|
6,MainStory8,Chapter 8,3,Luminescence.米虾Fomiki初云CLoudie.0,Luminescence,Luminescence,米虾Fomiki & 初云CLoudie,mainSongs,2,0,EZ|HD|IN|AT,5.5|11.0|14.5|0.0,子狼,XMT小咩兔|XMT小咩兔|Pcat & 百九十八|
6,MainStory8,Chapter 8,4,Retribution.nmyKryexe.0,Retribution,Retribution,nm-y & Kry.exe,mainSongs,2,0,EZ|HD|IN|AT,6.0|11.6|16.2|0.0,NerSAN,"NerSAN|NerSAN|Ner as ""SPΔDE""|"
6,MainStory8,Chapter 8,5,DESTRUCTION321.Normal1zervsBrokenNerdz.0,"DESTRUCTION 3,2,1","DESTRUCTION 3,2,1",Normal1zer vs. Broken Nerdz,mainSongs,2,0,EZ|HD|IN|AT,8.5|13.1|16.3|17.3,rN,"{Demolition,Devastation,Destruction}|{Devastation,Destruction}|{Destruction}|∅"
6,MainStory8,Chapter 8,6,DistortedFate.Sakuzyo.0,Distorted Fate,Distorted Fate,Sakuzyo,mainSongs,2,0,EZ|HD|IN|AT,8.1|13.5|16.3|17.4,knife美工刀,De Fiance|Doubt Ful|Divination Fortune|unDefined Future
7,SideStory1,Side story 1,1,Poseidon.1112vsStar.0,Ποσειδών,Ποσειδών,1112 vs. Star＊,sideStorySongs,0,0,EZ|HD|IN|AT,6.0|8.8|12.8|16.2,老张,Jαckψ a.k.a JKy|Jαckψ|Jαckψ feat. Βαρβαροςαντρας|上班摸大鱼 a.k.a. 海洋咩兔
7,SideStory1,Side story 1,2,WATER.A39沙包P.0,WATER,WATER,A-39/沙包P,sideStorySongs,0,0,EZ|HD|IN|AT,4.5|9.5|13.6|0.0,knife美工刀,急流に巻き込まれ|対流に巻き込まれ|乱流に巻き込まれ|
7,SideStory1,Side story 1,3,MiracleForestVIPMix.Rinthlive.0,Miracle Forest (VIP Mix),Miracle Forest (VIP Mix),Rinth_live,sideStorySongs,0,0,EZ|HD|IN|AT,3.0|7.5|13.1|0.0,L-sp4,奇跡の希|奇跡の希|奇跡の希 feat. 奇跡の従|
7,SideStory1,Side story 1,4,MOBILYS.Dachs.0,MOBILYS,MOBILYS,Dachs,sideStorySongs,0,0,EZ|HD|IN|AT,5.5|9.3|14.3|0.0,わっふゑ,百九十八|百九十八|StupiGGy vs. 百九十八 ft. 野从|
7,SideStory1,Side story 1,5,Lyrith迷宮リリス.ユメミド.0,Lyrith -迷宮リリス-,Lyrith -迷宮リリス-,ユメミド,sideStorySongs,0,0,EZ|HD|IN|AT|Legacy,5.0|11.1|16.1|16.5|15.9,何呵,"Arenn Saki as ""mAze""|Arenn Saki as ""myStery""|XMT as ""eX-MentalisT""|CN_115 as ""prediCameNt""|Arenn Saki as ""lAβyrinS"""
8,SideStory2,Side story 2,1,Demiurge.Rabpit.0,Demiurge,Demiurge,Rabpit,sideStorySongs,0,0,EZ|HD|IN|AT,1.5|7.5|11.8|0.0,青鸟,"""Manufacturer"" ~ Rikko|""Creator"" ~ StupiGGy|""Demiurge"" ~ Dawn|"
8,SideStory2,Side story 2,2,Demonkin.ForgedReigns.0,Demonkin,Demonkin,Forged Reigns,sideStorySongs,0,0,EZ|HD|IN|AT,4.5|9.2|13.8|0.0,Jeffery,Alloces|Alloces|Sillyp & Alloces|
8,SideStory2,Side story 2,3,Re_NascencePsystyleVer.Rinth_live.0,Re_Nascence (Psystyle Ver.) ,Re_Nascence (Psystyle Ver.) ,Rinth_live,sideStorySongs,0,0,EZ|HD|IN|AT,5.5|11.7|14.4|0.0,Tsuioku,NerSAN|NerSAN|NerSAN & 百九十八|
8,SideStory2,Side story 2,4,Ark.kanoryo.0,Ark,Ark,kanoryo,sideStorySongs,0,0,EZ|HD|IN|AT,3.5|9.5|15.0|16.4,MOAI WORKS,TimiTini|TimiTini|阿爽 eat Ctymax|StupiGGy
8,SideStory2,Side story 2,5,AfterDawn.S9ryne.0,After Dawn,After Dawn,S9ryne,sideStorySongs,0,0,EZ|HD|IN|AT,3.0|10.4|15.3|0.0,月亮酱,Barbarianerman|NerSAN feat. Pcat|BarbariaNerSAN feat. Snorkel|
8,SideStory2,Side story 2,6,INFiNiTEENERZYOverdoze.RekuMochizuki.0,INFiNiTE ENERZY -Overdoze-,INFiNiTE ENERZY -Overdoze-,Reku Mochizuki,sideStorySongs,0,0,EZ|HD|IN|AT,6.5|12.3|14.8|16.9,knife美工刀,while(TangScend<=TangScend);|while(TangScend>=TangScend);|while(TangScend==TangScend);|while(TangScend=TangScend);
9,SideStory3,Side story 3,1,Khalid.Dolphin.0,Khalid,Khalid,Dolphin,sideStorySongs,0,0,EZ|HD|IN|AT,4.0|8.2|13.0|0.0,HAZUQU,Barbarialid|Barbarialid|Ner＜Jazz for your soul .)|
9,SideStory3,Side story 3,2,QuantumHyperspace.D_AAN.0,Quantum Hyperspace,Quantum Hyperspace,D_AAN,sideStorySongs,0,0,EZ|HD|IN|AT,6.0|11.2|15.0|0.0,sa1t,Bariantum Hyperianerman|Bariantum Hyperianerman|IMD_0b0110|
9,SideStory3,Side story 3,3,FreakyUndulationsNobleKnightsofTune.JehezukielKURORAK.0,Freaky Undulations ~Noble Knights of Tune~,Freaky Undulations ~Noble Knights of Tune~,Jehezukiel + KURORAK,sideStorySongs,0,0,EZ|HD|IN|AT,7.0|10.9|15.3|0.0,PEZZ feat. 祈莲 & CattoHato,Ner ~Freaky Cat of Charting~|ARE YOU JEITIE!!!|<= Noblesse Jeitie =>|
9,SideStory3,Side story 3,4,PANICPARADISE.DJSHIONY.0,PANIC PARADISE,PANIC PARADISE,DJ SHION.Y,sideStorySongs,0,0,EZ|HD|IN|AT,6.5|11.5|15.5|16.6,百九十八,Barianic Baradise|Barianic Baradise|Su1fuR -FAISEURS DE PANIQUE-|StR-1
9,SideStory3,Side story 3,5,ReEndofaDream.umavsモリモリあつし.0,Re：End of a Dream,Re：End of a Dream,uma vs. モリモリあつし,sideStorySongs,0,0,EZ|HD|IN|AT,7.5|13.0|15.9|16.9,masiro vs. adaptor,"Barbarianerman, Overture before the story|Barbarianerman, Main theme within the somnium|Latency, Finale of the dream|XMT, Encore after the end"
10,SideStory4,Side story 4,1,心の記憶.A39沙包P.0,心の記憶,心の記憶,A-39/沙包P,sideStorySongs,0,0,EZ|HD|IN|AT,3.5|9.1|13.4|0.0,爱39的Konya,Su1fuR|Su1fuR|N-23|
10,SideStory4,Side story 4,2,Spotlight.Ardolf.0,Spotlight,Spotlight,Ardolf,sideStorySongs,0,0,EZ|HD|IN|AT,4.5|9.9|14.4|0.0,NerSAN,Debut under spotlights!< Simon_Axis|Simon_Axis >< Likey|Likey >IT'S SHOWTIME!|
10,SideStory4,Side story 4,3,NightTheater.わかどり.0,NightTheater,NightTheater,わかどり,sideStorySongs,0,0,EZ|HD|IN|AT,4.0|10.6|14.3|0.0,青鸟,StR-1 watches Ctyfilm|StR-1 watches Ctyfilm|LuminousGausbon|
10,SideStory4,Side story 4,4,Ramification.rareguyReina.0,Ramification,Ramification,rareguy & Reina,sideStorySongs,0,0,EZ|HD|IN|AT,5.0|10.4|14.8|0.0,cokeAnut,inert COC|totally ramified COC|Simon_Axis•騎士•StR-1|
10,SideStory4,Side story 4,5,DerRichter.Ωμεγα.0,Der Richter,Der Richter,Ωμεγα,sideStorySongs,0,0,EZ|HD|IN|AT,5.5|11.4|15.6|16.9,森灵,"Min(C,t,y)|Max(C,t,y)|Absolute(6)|Concat(Ramification,Richter)"
